asset_id,asset_name,asset_group,category,state,district,latitude,longitude,nearest_environment_id,nearest_environment_name,protection_type,environment_type,distance_to_sensitive_area_m,distance_to_sensitive_area_km,relationship,nearest_land_id,nearest_land_name,dist_land_m,dist_land_km,land_relationship,nearest_marine_id,nearest_marine_name,dist_marine_m,dist_marine_km,marine_relationship
OSM_node_8925517061,Sushi Mentai,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.997708,101.441711,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,17306.6,17.31,Outside,421,Bukit Cherakah Water Catchment Forest,17306.6,17.31,Outside,085,Port Dickson Island Bird Sanctuary,71137.6,71.14,Outside
OSM_node_7100835968,Swee Xiang Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.083576,101.410241,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10920.6,10.92,Outside,421,Bukit Cherakah Water Catchment Forest,10920.6,10.92,Outside,085,Port Dickson Island Bird Sanctuary,80852.9,80.85,Outside
OSM_node_13385738259,T.J.K LITTLE WOK,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.025378,101.542408,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,9737.0,9.74,Outside,419,Ayer Hitam (Additional) Forest Reserve,9737.0,9.74,Outside,085,Port Dickson Island Bird Sanctuary,67480.3,67.48,Outside
OSM_node_3960932796,TKC Roast,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.00363,101.540085,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10230.8,10.23,Outside,419,Ayer Hitam (Additional) Forest Reserve,10230.8,10.23,Outside,085,Port Dickson Island Bird Sanctuary,65511.4,65.51,Outside
OSM_node_4782251622,Teck Teh Restoran,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.042693,101.448178,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12357.0,12.36,Outside,421,Bukit Cherakah Water Catchment Forest,12357.0,12.36,Outside,085,Port Dickson Island Bird Sanctuary,74706.3,74.71,Outside
OSM_node_4024873041,Teluk Pulai Bah Kut Teh,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.05632,101.47429,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10132.8,10.13,Outside,421,Bukit Cherakah Water Catchment Forest,10132.8,10.13,Outside,085,Port Dickson Island Bird Sanctuary,74328.0,74.33,Outside
OSM_node_10012715309,Telur Berlada Kedai Merah,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.040981,101.459348,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12148.0,12.15,Outside,421,Bukit Cherakah Water Catchment Forest,12148.0,12.15,Outside,085,Port Dickson Island Bird Sanctuary,73837.5,73.84,Outside
OSM_node_13992177236,Teong Bah Kut Teh,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.051901,101.448151,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11411.7,11.41,Outside,421,Bukit Cherakah Water Catchment Forest,11411.7,11.41,Outside,085,Port Dickson Island Bird Sanctuary,75543.5,75.54,Outside
OSM_node_8928537435,The Brew House,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.007617,101.435286,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,16502.4,16.5,Outside,421,Bukit Cherakah Water Catchment Forest,16502.4,16.5,Outside,085,Port Dickson Island Bird Sanctuary,72443.9,72.44,Outside
OSM_node_2083222859,Thian Thian,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.049891,101.445592,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11729.5,11.73,Outside,421,Bukit Cherakah Water Catchment Forest,11729.5,11.73,Outside,085,Port Dickson Island Bird Sanctuary,75524.5,75.52,Outside
OSM_node_4189392790,Tomyam steamboat Sakuna,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.032078,101.474985,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12787.5,12.79,Outside,421,Bukit Cherakah Water Catchment Forest,12787.5,12.79,Outside,085,Port Dickson Island Bird Sanctuary,72040.6,72.04,Outside
OSM_node_7486455163,Tudia Char Kuey Teow,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.064983,101.410545,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12399.6,12.4,Outside,421,Bukit Cherakah Water Catchment Forest,12399.6,12.4,Outside,085,Port Dickson Island Bird Sanctuary,79171.8,79.17,Outside
OSM_node_12927458236,Umoh Makan,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.011501,101.455662,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,15416.8,15.42,Outside,421,Bukit Cherakah Water Catchment Forest,15416.8,15.42,Outside,085,Port Dickson Island Bird Sanctuary,71414.4,71.41,Outside
OSM_node_3961325164,Uncle Jang Korean Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.999601,101.52599,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,11828.3,11.83,Outside,419,Ayer Hitam (Additional) Forest Reserve,11828.3,11.83,Outside,085,Port Dickson Island Bird Sanctuary,65935.0,65.94,Outside
OSM_node_635939041,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.001968,101.375889,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,20290.0,20.29,Outside,421,Bukit Cherakah Water Catchment Forest,20290.0,20.29,Outside,085,Port Dickson Island Bird Sanctuary,76230.8,76.23,Outside
OSM_node_4297333489,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.028084,101.465763,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,13381.1,13.38,Outside,421,Bukit Cherakah Water Catchment Forest,13381.1,13.38,Outside,085,Port Dickson Island Bird Sanctuary,72254.9,72.25,Outside
OSM_node_12913794964,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.978406,101.535937,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,11102.5,11.1,Outside,419,Ayer Hitam (Additional) Forest Reserve,11102.5,11.1,Outside,085,Port Dickson Island Bird Sanctuary,63353.0,63.35,Outside
OSM_node_12949474234,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.972343,101.512558,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13786.6,13.79,Outside,419,Ayer Hitam (Additional) Forest Reserve,13786.6,13.79,Outside,085,Port Dickson Island Bird Sanctuary,64208.2,64.21,Outside
OSM_node_12949595900,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.966504,101.518541,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13336.1,13.34,Outside,419,Ayer Hitam (Additional) Forest Reserve,13336.1,13.34,Outside,085,Port Dickson Island Bird Sanctuary,63298.4,63.3,Outside
OSM_node_12949630864,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.972043,101.516704,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13351.0,13.35,Outside,419,Ayer Hitam (Additional) Forest Reserve,13351.0,13.35,Outside,085,Port Dickson Island Bird Sanctuary,63922.4,63.92,Outside
OSM_node_12949636843,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.97199,101.51735,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13283.5,13.28,Outside,419,Ayer Hitam (Additional) Forest Reserve,13283.5,13.28,Outside,085,Port Dickson Island Bird Sanctuary,63877.5,63.88,Outside
OSM_way_929946754,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005918,101.415589,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,17571.7,17.57,Outside,421,Bukit Cherakah Water Catchment Forest,17571.7,17.57,Outside,085,Port Dickson Island Bird Sanctuary,73670.0,73.67,Outside
OSM_way_929946756,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005725,101.415432,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,17598.7,17.6,Outside,421,Bukit Cherakah Water Catchment Forest,17598.7,17.6,Outside,085,Port Dickson Island Bird Sanctuary,73664.6,73.66,Outside
OSM_way_1122264041,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.031203,101.542219,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,9745.6,9.75,Outside,419,Ayer Hitam (Additional) Forest Reserve,9745.6,9.75,Outside,085,Port Dickson Island Bird Sanctuary,68056.1,68.06,Outside
OSM_way_1126847220,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.048091,101.490277,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10927.4,10.93,Outside,421,Bukit Cherakah Water Catchment Forest,10927.4,10.93,Outside,085,Port Dickson Island Bird Sanctuary,72602.4,72.6,Outside
OSM_way_1180639889,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.051898,101.44815,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11412.1,11.41,Outside,421,Bukit Cherakah Water Catchment Forest,11412.1,11.41,Outside,085,Port Dickson Island Bird Sanctuary,75543.3,75.54,Outside
OSM_way_1409221299,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.972043,101.511602,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13897.8,13.9,Outside,419,Ayer Hitam (Additional) Forest Reserve,13897.8,13.9,Outside,085,Port Dickson Island Bird Sanctuary,64240.5,64.24,Outside
OSM_way_1409225512,Unnamed Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.971893,101.513973,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,13647.9,13.65,Outside,419,Ayer Hitam (Additional) Forest Reserve,13647.9,13.65,Outside,085,Port Dickson Island Bird Sanctuary,64078.5,64.08,Outside
OSM_node_13110303006,Village Man,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005556,101.536673,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10578.0,10.58,Outside,419,Ayer Hitam (Additional) Forest Reserve,10578.0,10.58,Outside,085,Port Dickson Island Bird Sanctuary,65887.8,65.89,Outside
OSM_node_5236468222,Vistara Vegetarian Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.060556,101.452613,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10334.6,10.33,Outside,421,Bukit Cherakah Water Catchment Forest,10334.6,10.33,Outside,085,Port Dickson Island Bird Sanctuary,76052.6,76.05,Outside
OSM_way_1124082708,WARONG NASI LEMAK BAWAH POKOK,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.045805,101.490601,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11181.7,11.18,Outside,421,Bukit Cherakah Water Catchment Forest,11181.7,11.18,Outside,085,Port Dickson Island Bird Sanctuary,72368.4,72.37,Outside
OSM_node_9264658185,Wah Yang Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.986242,101.454561,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,18176.9,18.18,Outside,421,Bukit Cherakah Water Catchment Forest,18176.9,18.18,Outside,085,Port Dickson Island Bird Sanctuary,69254.6,69.25,Outside
OSM_node_13042761943,Warong Nasi Kenduri Kahwin Hari-Hari,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.175683,101.433607,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,3287.8,3.29,Outside,421,Bukit Cherakah Water Catchment Forest,3287.8,3.29,Outside,085,Port Dickson Island Bird Sanctuary,87972.9,87.97,Outside
OSM_way_1120908539,Warung Imam Muda,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.967287,101.5338,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,11708.8,11.71,Outside,419,Ayer Hitam (Additional) Forest Reserve,11708.8,11.71,Outside,085,Port Dickson Island Bird Sanctuary,62437.2,62.44,Outside
OSM_node_12460849211,Warung Legasi,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.146833,101.452965,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,3083.5,3.08,Outside,421,Bukit Cherakah Water Catchment Forest,3083.5,3.08,Outside,085,Port Dickson Island Bird Sanctuary,84121.2,84.12,Outside
OSM_way_1396793486,Warung Longkang,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.012543,101.446699,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,15570.7,15.57,Outside,421,Bukit Cherakah Water Catchment Forest,15570.7,15.57,Outside,085,Port Dickson Island Bird Sanctuary,72103.4,72.1,Outside
OSM_way_1409172228,Warung Mak Dara Corner,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.972287,101.534181,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,11484.3,11.48,Outside,419,Ayer Hitam (Additional) Forest Reserve,11484.3,11.48,Outside,085,Port Dickson Island Bird Sanctuary,62882.1,62.88,Outside
OSM_node_7485955240,Warung Soto Kedai Basikal,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.067489,101.408591,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12329.9,12.33,Outside,421,Bukit Cherakah Water Catchment Forest,12329.9,12.33,Outside,085,Port Dickson Island Bird Sanctuary,79524.7,79.52,Outside
OSM_node_7037339885,Warung Wan Zainab,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.064304,101.425564,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11460.8,11.46,Outside,421,Bukit Cherakah Water Catchment Forest,11460.8,11.46,Outside,085,Port Dickson Island Bird Sanctuary,78121.0,78.12,Outside
OSM_node_8928504452,Weng Kee Kopitiam,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.015796,101.473405,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,14601.9,14.6,Outside,421,Bukit Cherakah Water Catchment Forest,14601.9,14.6,Outside,085,Port Dickson Island Bird Sanctuary,70650.2,70.65,Outside
OSM_node_12859848109,Yew Sifu Bak Kut Teh,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.050222,101.450356,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,11491.1,11.49,Outside,421,Bukit Cherakah Water Catchment Forest,11491.1,11.49,Outside,085,Port Dickson Island Bird Sanctuary,75250.3,75.25,Outside
OSM_node_2285246813,Yok Mampir,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.060558,101.414716,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,12497.8,12.5,Outside,421,Bukit Cherakah Water Catchment Forest,12497.8,12.5,Outside,085,Port Dickson Island Bird Sanctuary,78500.7,78.5,Outside
OSM_node_6153205687,ayam penuet ap,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.110839,101.440753,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,6380.0,6.38,Outside,421,Bukit Cherakah Water Catchment Forest,6380.0,6.38,Outside,085,Port Dickson Island Bird Sanctuary,81434.1,81.43,Outside
OSM_node_8125225288,dapoq Schombi,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.054329,101.484613,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10241.4,10.24,Outside,421,Bukit Cherakah Water Catchment Forest,10241.4,10.24,Outside,085,Port Dickson Island Bird Sanctuary,73523.8,73.52,Outside
OSM_way_1125577151,deliicious yong tau foo,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.0246,101.537495,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10286.8,10.29,Outside,419,Ayer Hitam (Additional) Forest Reserve,10286.8,10.29,Outside,085,Port Dickson Island Bird Sanctuary,67672.3,67.67,Outside
OSM_node_6153210587,mohd chan,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.111759,101.441307,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,6264.9,6.26,Outside,421,Bukit Cherakah Water Catchment Forest,6264.9,6.26,Outside,085,Port Dickson Island Bird Sanctuary,81486.6,81.49,Outside
OSM_node_6154751585,nz food court,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.097756,101.375607,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,13156.3,13.16,Outside,421,Bukit Cherakah Water Catchment Forest,13156.3,13.16,Outside,085,Port Dickson Island Bird Sanctuary,84417.4,84.42,Outside
OSM_node_6139884176,payang,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.168903,101.461375,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,897.5,0.9,Near,421,Bukit Cherakah Water Catchment Forest,897.5,0.9,Near,085,Port Dickson Island Bird Sanctuary,85779.6,85.78,Outside
OSM_node_12791609150,togather,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.991344,101.546799,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,9621.4,9.62,Outside,419,Ayer Hitam (Additional) Forest Reserve,9621.4,9.62,Outside,085,Port Dickson Island Bird Sanctuary,63957.5,63.96,Outside
OSM_way_1125577148,top kitchen,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.02485,101.537415,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10294.3,10.29,Outside,419,Ayer Hitam (Additional) Forest Reserve,10294.3,10.29,Outside,085,Port Dickson Island Bird Sanctuary,67700.9,67.7,Outside
OSM_way_1125577150,top kitchen,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.024823,101.537367,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10299.8,10.3,Outside,419,Ayer Hitam (Additional) Forest Reserve,10299.8,10.3,Outside,085,Port Dickson Island Bird Sanctuary,67700.9,67.7,Outside
OSM_way_1125577147,top kithen,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.024877,101.537464,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10288.7,10.29,Outside,419,Ayer Hitam (Additional) Forest Reserve,10288.7,10.29,Outside,085,Port Dickson Island Bird Sanctuary,67700.8,67.7,Outside
OSM_node_8007268271,亚大肉骨茶,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.064352,101.455268,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,9833.2,9.83,Outside,421,Bukit Cherakah Water Catchment Forest,9833.2,9.83,Outside,085,Port Dickson Island Bird Sanctuary,76236.4,76.24,Outside
OSM_node_8007282192,咏春肉骨茶,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.064834,101.454562,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,9813.4,9.81,Outside,421,Bukit Cherakah Water Catchment Forest,9813.4,9.81,Outside,085,Port Dickson Island Bird Sanctuary,76324.6,76.32,Outside
OSM_node_3984011871,品珍面之家,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005868,101.535361,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10716.2,10.72,Outside,419,Ayer Hitam (Additional) Forest Reserve,10716.2,10.72,Outside,085,Port Dickson Island Bird Sanctuary,65991.7,65.99,Outside
OSM_node_4406996987,国平茶餐室,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.0048,101.48311,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,15738.3,15.74,Outside,421,Bukit Cherakah Water Catchment Forest,15738.3,15.74,Outside,085,Port Dickson Island Bird Sanctuary,69031.9,69.03,Outside
OSM_node_3972895288,大众什饭,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.004908,101.538886,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10348.1,10.35,Outside,419,Ayer Hitam (Additional) Forest Reserve,10348.1,10.35,Outside,085,Port Dickson Island Bird Sanctuary,65701.2,65.7,Outside
OSM_node_13045679828,好好食面馆,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005884,101.536713,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10567.6,10.57,Outside,419,Ayer Hitam (Additional) Forest Reserve,10567.6,10.57,Outside,085,Port Dickson Island Bird Sanctuary,65916.9,65.92,Outside
OSM_node_3970662970,新大家餐室,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.025276,101.542095,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,9772.3,9.77,Outside,419,Ayer Hitam (Additional) Forest Reserve,9772.3,9.77,Outside,085,Port Dickson Island Bird Sanctuary,67487.3,67.49,Outside
OSM_node_3961301918,百味轩,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.00391,101.536575,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10617.3,10.62,Outside,419,Ayer Hitam (Additional) Forest Reserve,10617.3,10.62,Outside,085,Port Dickson Island Bird Sanctuary,65736.0,65.74,Outside
OSM_way_1174759917,西门町台湾总汇 Xi MenDing Taiwan Cuisine @ Bandar Botanic,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,2.993371,101.447146,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,17599.7,17.6,Outside,421,Bukit Cherakah Water Catchment Forest,17599.7,17.6,Outside,085,Port Dickson Island Bird Sanctuary,70385.7,70.39,Outside
OSM_node_3961314834,面对面板面专卖店,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.000201,101.532788,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,11069.7,11.07,Outside,419,Ayer Hitam (Additional) Forest Reserve,11069.7,11.07,Outside,085,Port Dickson Island Bird Sanctuary,65598.3,65.6,Outside
OSM_node_12857394253,鱼雅鱼炉海鲜饭店 Soon Wah Seafood Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.056847,101.466405,421,Bukit Cherakah Water Catchment Forest,Forest Reserve,Land,10247.3,10.25,Outside,421,Bukit Cherakah Water Catchment Forest,10247.3,10.25,Outside,085,Port Dickson Island Bird Sanctuary,74856.7,74.86,Outside
OSM_node_13110303007,鹿野苑素食料理坊,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.005577,101.536532,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10593.1,10.59,Outside,419,Ayer Hitam (Additional) Forest Reserve,10593.1,10.59,Outside,085,Port Dickson Island Bird Sanctuary,65897.7,65.9,Outside
OSM_node_3961150774,齐来斋之家,Supporting Tourism Asset,Food & Beverage,Selangor,Klang,3.006197,101.5343,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,10826.9,10.83,Outside,419,Ayer Hitam (Additional) Forest Reserve,10826.9,10.83,Outside,085,Port Dickson Island Bird Sanctuary,66083.2,66.08,Outside
OSM_node_7592278318,ARR Bistro,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.943224,101.540018,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,10879.5,10.88,Outside,426,Paya Indah Wetland Sanctuary,10879.5,10.88,Outside,085,Port Dickson Island Bird Sanctuary,59822.7,59.82,Outside
OSM_node_5668271035,Al Taqwa Mamak,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.951772,101.582981,419,Ayer Hitam (Additional) Forest Reserve,Forest Reserve,Land,8028.6,8.03,Outside,419,Ayer Hitam (Additional) Forest Reserve,8028.6,8.03,Outside,085,Port Dickson Island Bird Sanctuary,58148.6,58.15,Outside
OSM_way_971658076,ArcHIVE Food Hall,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.886117,101.61733,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,877.1,0.88,Near,426,Paya Indah Wetland Sanctuary,877.1,0.88,Near,085,Port Dickson Island Bird Sanctuary,49924.8,49.92,Outside
OSM_node_5358627023,Asam Batu Laut Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.679309,101.504147,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,22793.5,22.79,Outside,426,Paya Indah Wetland Sanctuary,22793.5,22.79,Outside,085,Port Dickson Island Bird Sanctuary,42349.7,42.35,Outside
OSM_node_12014499966,Ayam Gepuk Legacy,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.943766,101.586283,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,7874.6,7.87,Outside,426,Paya Indah Wetland Sanctuary,7874.6,7.87,Outside,085,Port Dickson Island Bird Sanctuary,57193.8,57.19,Outside
OSM_node_12014501742,Babel Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.943683,101.587221,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,7827.0,7.83,Outside,426,Paya Indah Wetland Sanctuary,7827.0,7.83,Outside,085,Port Dickson Island Bird Sanctuary,57134.9,57.13,Outside
OSM_node_1727285588,Ban La Kang Seafood,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.882576,101.450265,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,18114.8,18.11,Outside,426,Paya Indah Wetland Sanctuary,18114.8,18.11,Outside,085,Port Dickson Island Bird Sanctuary,60924.9,60.92,Outside
OSM_node_6395134857,Belakang Dewan Makan,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.827278,101.44399,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,19022.3,19.02,Outside,426,Paya Indah Wetland Sanctuary,19022.3,19.02,Outside,085,Port Dickson Island Bird Sanctuary,57273.6,57.27,Outside
OSM_way_682804791,Belakang Dewan Makan,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.827289,101.443999,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,19021.2,19.02,Outside,426,Paya Indah Wetland Sanctuary,19021.2,19.02,Outside,085,Port Dickson Island Bird Sanctuary,57273.6,57.27,Outside
OSM_way_971658081,Cove Aerobar,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.886154,101.617641,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,880.3,0.88,Near,426,Paya Indah Wetland Sanctuary,880.3,0.88,Near,085,Port Dickson Island Bird Sanctuary,49911.5,49.91,Outside
OSM_node_4728732958,Deen Curry House,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.929271,101.482487,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,15599.3,15.6,Outside,426,Paya Indah Wetland Sanctuary,15599.3,15.6,Outside,085,Port Dickson Island Bird Sanctuary,62373.6,62.37,Outside
OSM_node_6395043291,Dewan Makan,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.827306,101.444296,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,18988.2,18.99,Outside,426,Paya Indah Wetland Sanctuary,18988.2,18.99,Outside,085,Port Dickson Island Bird Sanctuary,57249.6,57.25,Outside
OSM_node_7592278320,Fuchsia Hall,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.942789,101.54047,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,10809.9,10.81,Outside,426,Paya Indah Wetland Sanctuary,10809.9,10.81,Outside,085,Port Dickson Island Bird Sanctuary,59754.7,59.75,Outside
OSM_node_1607185313,Golden Sea Restaurant,Supporting Tourism Asset,Food & Beverage,Selangor,Kuala Langat,2.719927,101.457371,426,Paya Indah Wetland Sanctuary,Forest Reserve,Land,22776.5,22.78,Outside,426,Paya Indah Wetland Sanctuary,22776.5,22.78,Outside,085,Port Dickson Island Bird Sanctuary,49110.6,49.11,Outside
