asset_id,asset_name,category,state,district,lat,lon,nearest_road_name,nearest_road_ref,nearest_road_type,distance_to_road_m,distance_to_road_km,nearest_motorway_name,distance_to_motorway_km,nearest_trunk_name,distance_to_trunk_km,road_access_tier
OSM_node_4761754623,Sunset Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.1987,102.257029,Jalan Munshi Abdullah,5,Primary,242.8,0.243,Lebuhraya Utara–Selatan,13.224,Lebuh AMJ,1.611,Very Close
OSM_node_4288731890,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.192631,102.249439,Jalan Syed Abdul Aziz,192,Primary,519.9,0.52,Lebuhraya Utara–Selatan,14.214,Lebuh AMJ,2.69,Good Access
OSM_node_5144064538,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.243339,102.282296,Jalan Istana,M144,Primary,452.1,0.452,Lebuhraya Utara–Selatan,7.54,Jalan Tun Abdul Razak,0.894,Very Close
OSM_node_5607383421,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.17831,102.249994,Jalan Syed Abdul Aziz,192,Primary,947.2,0.947,Lebuhraya Utara–Selatan,15.592,Lebuh AMJ,3.438,Good Access
OSM_node_7818393254,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.179494,102.248327,Jalan Syed Abdul Aziz,192,Primary,889.3,0.889,Lebuhraya Utara–Selatan,15.559,Lebuh AMJ,3.515,Good Access
OSM_node_7955279681,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.200659,102.180124,Jalan Tanjung Kling,5,Trunk,2286.4,2.286,Lebuhraya Utara–Selatan,17.873,Jalan Tanjung Kling,2.286,Low Access
OSM_node_11011481405,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.198561,102.248504,Jalan Munshi Abdullah,5,Primary,185.9,0.186,Lebuhraya Utara–Selatan,13.688,Jalan Mufti Haji Khalil,2.177,Very Close
OSM_node_11011481505,Unnamed Viewpoint,Viewpoint,Melaka,Melaka Tengah,2.197692,102.248858,Jalan Munshi Abdullah,5,Primary,269.6,0.27,Lebuhraya Utara–Selatan,13.752,Jalan Mufti Haji Khalil,2.239,Very Close
OSM_node_5363164532,旺角,Viewpoint,Melaka,Melaka Tengah,2.204298,102.253231,Jalan Tun Sri Lanang,M1,Primary,32.7,0.033,Lebuhraya Utara–Selatan,12.876,Jalan Mufti Haji Khalil,1.363,Direct Access
OSM_way_574727361,Bayou Lagon Park Resort,Water Park,Melaka,Melaka Tengah,2.242288,102.306326,Jalan Tun Hamzah,M107;264,Primary,327.8,0.328,Lebuhraya Utara–Selatan,6.732,Jalan Tun Abdul Razak,1.622,Very Close
OSM_way_574727360,Gold Coast International Resort,Water Park,Melaka,Melaka Tengah,2.242518,102.304618,Jalan Tun Hamzah,M107;264,Primary,137.4,0.137,Lebuhraya Utara–Selatan,6.753,Jalan Tun Abdul Razak,1.433,Very Close
OSM_way_506605715,Unnamed Water Park,Water Park,Melaka,Melaka Tengah,2.282824,102.295273,Lebuh SPA,33,Trunk,620.0,0.62,Lebuhraya Utara–Selatan,3.002,Lebuh SPA,0.62,Good Access
OSM_way_649775152,Melaka Bird Park,Zoo,Melaka,Melaka Tengah,2.28517,102.294349,Lebuh SPA,33,Trunk,342.4,0.342,Lebuhraya Utara–Selatan,2.835,Lebuh SPA,0.342,Very Close
OSM_node_6097143531,Night Safari,Zoo,Melaka,Melaka Tengah,2.276646,102.298917,Jalan Tun Abdul Razak,143;M31,Trunk,56.4,0.056,Lebuhraya Utara–Selatan,3.412,Jalan Tun Abdul Razak,0.056,Direct Access
OSM_way_913068545,Taman Buaya Melaka,Zoo,Melaka,Melaka Tengah,2.277299,102.297084,Jalan Tun Abdul Razak,143;M31,Trunk,147.0,0.147,Lebuhraya Utara–Selatan,3.442,Jalan Tun Abdul Razak,0.147,Very Close
OSM_way_1224403290,Zoo Melaka,Zoo,Melaka,Melaka Tengah,2.277639,102.301718,Jalan Tun Abdul Razak,143;M31,Trunk,235.9,0.236,Lebuhraya Utara–Selatan,3.177,Jalan Tun Abdul Razak,0.236,Very Close
OSM_node_13518023845,Meriam Dato Undang Abdullah,Historic Site (Cannon),Negeri Sembilan,Jelebu,2.942443,102.081287,Unnamed Primary (86),86,Primary,20.8,0.021,Lebuhraya Kajang-Seremban,23.807,Jalan Seremban-Kuala Pilah,22.858,Direct Access
OSM_node_13518351147,Kubur Kadi Padang Genting,Historic Site (Tomb),Negeri Sembilan,Jelebu,2.93885,102.074404,Unnamed Primary (86),86,Primary,26.4,0.026,Lebuhraya Kajang-Seremban,23.066,Jalan Seremban-Kuala Pilah,22.648,Direct Access
OSM_way_1381588699,Makam Sejarah Jelebu,Historic Site (Tomb),Negeri Sembilan,Jelebu,2.919227,102.08196,Unnamed Primary (86),86,Primary,2282.5,2.283,Lebuhraya Kajang-Seremban,21.719,Jalan Seremban-Kuala Pilah,20.359,Low Access
OSM_node_13518352915,Makham Moyang Salley,Historic Site (Tomb),Negeri Sembilan,Jelebu,2.942262,102.080846,Unnamed Primary (86),86,Primary,22.2,0.022,Lebuhraya Kajang-Seremban,23.764,Jalan Seremban-Kuala Pilah,22.853,Direct Access
OSM_node_4663292640,南无阿弥佗佛,Historic Site (Tomb),Negeri Sembilan,Jelebu,3.00124,102.078756,Unnamed Primary (86),86,Primary,5571.6,5.572,Lebuhraya Kajang-Seremban,27.092,Pintasan Kajang-Semenyih,28.378,Low Access
OSM_node_4663174515,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Negeri Sembilan,Jelebu,3.005334,102.080918,Unnamed Primary (86),86,Primary,5800.5,5.801,Lebuhraya Kajang-Seremban,27.378,Pintasan Kajang-Semenyih,28.645,Low Access
OSM_node_4663234802,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Negeri Sembilan,Jelebu,3.003052,102.079384,Unnamed Primary (86),86,Primary,5689.8,5.69,Lebuhraya Kajang-Seremban,27.181,Pintasan Kajang-Semenyih,28.459,Low Access
OSM_node_4663276232,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Negeri Sembilan,Jelebu,3.000644,102.076965,Unnamed Primary (86),86,Primary,5645.4,5.645,Lebuhraya Kajang-Seremban,26.887,Pintasan Kajang-Semenyih,28.176,Low Access
OSM_node_4663343858,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Negeri Sembilan,Jelebu,2.99841,102.077433,Unnamed Primary (86),86,Primary,5423.2,5.423,Lebuhraya Kajang-Seremban,26.917,Pintasan Kajang-Semenyih,28.217,Low Access
OSM_way_472647239,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Negeri Sembilan,Jelebu,2.993302,102.073258,Unnamed Primary (86),86,Primary,5078.8,5.079,Lebuhraya Kajang-Seremban,26.411,Pintasan Kajang-Semenyih,27.736,Low Access
OSM_way_608876969,Muzium Adat,Museum,Negeri Sembilan,Jelebu,2.937666,102.071041,Unnamed Primary (86),86,Primary,34.1,0.034,Lebuhraya Kajang-Seremban,22.761,Jalan Seremban-Kuala Pilah,22.576,Direct Access
OSM_node_8808412113,Anjung Bukit Batu Beras,Viewpoint,Negeri Sembilan,Jelebu,3.131306,102.270173,Unnamed Primary (9),9,Primary,5288.8,5.289,Lebuhraya Pantai Timur,42.566,Unnamed Trunk (2),35.844,Low Access
OSM_node_11182332240,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,3.226999,102.012598,Unnamed Primary (9),9,Primary,10855.3,10.855,Lebuhraya Kuala Lumpur–Karak,22.576,Jalan Kuala Lumpur - Kuantan,20.738,Low Access
OSM_node_11237785864,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,2.988034,102.13809,Unnamed Primary (86),86,Primary,2271.4,2.271,Lebuhraya Kajang-Seremban,31.52,Jalan Seremban-Kuala Pilah,26.923,Low Access
OSM_node_12397494039,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,3.168929,102.048035,Unnamed Primary (9),9,Primary,11850.4,11.85,Lebuhraya Lembah Klang Timur,26.537,Jalan Kuala Lumpur - Kuantan,27.012,Low Access
OSM_node_12454338786,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,3.05665,102.185289,Unnamed Primary (9),9,Primary,3893.3,3.893,Lebuhraya Lingkaran Penyuraian Trafik Kajang,39.674,Jalan Seremban-Kuala Pilah,34.777,Low Access
OSM_node_12454372745,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,3.064225,102.184618,Unnamed Primary (9),9,Primary,3801.1,3.801,Lebuhraya Lingkaran Penyuraian Trafik Kajang,39.744,Jalan Seremban-Kuala Pilah,35.609,Low Access
OSM_node_12614961044,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jelebu,2.850455,101.997666,Jalan Seremban - Simpang Pertang,86,Primary,355.3,0.355,Lebuhraya Kajang-Seremban,10.484,Jalan Tun Doktor Ismail,13.355,Very Close
OSM_node_12791989391,Air Terjun Jeram Dagang,Waterfall,Negeri Sembilan,Jelebu,2.960666,102.120763,Unnamed Primary (86),86,Primary,389.8,0.39,Lebuhraya Kajang-Seremban,27.938,Jalan Seremban-Kuala Pilah,23.999,Very Close
OSM_node_13616992869,Cekik Falls,Waterfall,Negeri Sembilan,Jelebu,3.110774,102.08285,Unnamed Primary (9),9,Primary,13061.8,13.062,Lebuhraya Lembah Klang Timur,29.682,Pintasan Kajang-Semenyih,31.845,Low Access
OSM_node_11240300787,Jeram Enggang,Waterfall,Negeri Sembilan,Jelebu,2.867107,102.093097,Jalan Seremban - Simpang Pertang,86,Primary,7027.5,7.027,Lebuhraya Kajang-Seremban,17.442,Jalan Seremban-Kuala Pilah,14.455,Low Access
OSM_node_13312984204,Jeram Tiga Lapis,Waterfall,Negeri Sembilan,Jelebu,2.871459,102.094847,Jalan Seremban - Simpang Pertang,86,Primary,6817.6,6.818,Lebuhraya Kajang-Seremban,17.951,Jalan Seremban-Kuala Pilah,14.904,Low Access
OSM_node_5276826722,Jeram Toi,Waterfall,Negeri Sembilan,Jelebu,2.863031,102.014453,Jalan Seremban - Simpang Pertang,86,Primary,293.6,0.294,Lebuhraya Kajang-Seremban,12.491,Jalan Seremban-Kuala Pilah,14.803,Very Close
OSM_node_11184891452,Lata Dinding,Waterfall,Negeri Sembilan,Jelebu,3.226018,101.984196,Unnamed Primary (9),9,Primary,13324.1,13.324,Lebuhraya Kuala Lumpur–Karak,20.856,Jalan Kuala Lumpur - Kuantan,21.474,Low Access
OSM_node_10260652804,Lata Kijang,Waterfall,Negeri Sembilan,Jelebu,3.195626,101.987597,Unnamed Primary (9),9,Primary,15113.2,15.113,Lebuhraya Lembah Klang Timur,20.618,Jalan Kuala Lumpur - Kuantan,24.65,Low Access
OSM_node_12397357479,Punsai Falls,Waterfall,Negeri Sembilan,Jelebu,3.1689,102.03624,Unnamed Primary (9),9,Primary,12844.1,12.844,Lebuhraya Lembah Klang Timur,25.238,Jalan Kuala Lumpur - Kuantan,27.007,Low Access
OSM_node_12397379086,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.162177,102.02971,Unnamed Primary (9),9,Primary,13879.2,13.879,Lebuhraya Lembah Klang Timur,24.422,Jalan Kuala Lumpur - Kuantan,27.765,Low Access
OSM_node_12662743640,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.210457,101.968081,Unnamed Primary (9),9,Primary,15801.9,15.802,Lebuhraya Lembah Klang Timur,19.173,Jalan Lingkaran Tengah 2,22.818,Low Access
OSM_node_12684130360,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.055764,101.973853,Jalan Broga,B34,Primary,15331.4,15.331,Lebuhraya Lingkaran Penyuraian Trafik Kajang,16.853,Pintasan Kajang-Semenyih,18.291,Low Access
OSM_node_12793899037,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,2.99041,102.152746,Jalan Seremban - Simpang Pertang,86,Primary,1530.6,1.531,Lebuhraya Kajang-Seremban,32.545,Jalan Seremban-Kuala Pilah,27.209,Limited Access
OSM_node_13616992853,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.113503,102.082422,Unnamed Primary (9),9,Primary,12882.0,12.882,Lebuhraya Lembah Klang Timur,29.67,Pintasan Kajang-Semenyih,31.933,Low Access
OSM_node_13616992875,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.110738,102.084904,Unnamed Primary (9),9,Primary,12905.5,12.905,Lebuhraya Lembah Klang Timur,29.908,Pintasan Kajang-Semenyih,32.05,Low Access
OSM_node_13959553005,Unnamed Waterfall,Waterfall,Negeri Sembilan,Jelebu,3.164117,101.977113,Unnamed Primary (9),9,Primary,18267.3,18.267,Lebuhraya Lembah Klang Timur,18.662,Jalan Lingkaran Tengah 2,24.038,Low Access
OSM_node_9124047953,Istana Serting,Historic Site (Castle),Negeri Sembilan,Jempol,2.808988,102.373049,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,4106.3,4.106,Lebuhraya Kajang-Seremban,41.618,Jalan Raja Melewar,15.81,Low Access
OSM_node_7698205172,BAHAU Sign,Historic Site (Monument),Negeri Sembilan,Jempol,2.807628,102.387326,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2511.9,2.512,Lebuhraya Kajang-Seremban,43.147,Jalan Raja Melewar,17.142,Low Access
OSM_way_1524499604,Teratak Za'ba,Museum,Negeri Sembilan,Jempol,2.830481,102.330781,Unnamed Primary (9),9,Primary,1184.4,1.184,Lebuhraya Kajang-Seremban,37.618,Jalan Raja Melewar,13.622,Limited Access
OSM_node_12381405524,Bukit Bosa Bayai,Viewpoint,Negeri Sembilan,Jempol,2.879772,102.273078,Unnamed Primary (9),9,Primary,4568.9,4.569,Lebuhraya Kajang-Seremban,33.723,Jalan Raja Melewar,15.863,Low Access
OSM_node_11821097372,Dragon Peak,Viewpoint,Negeri Sembilan,Jempol,2.794922,102.394918,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2074.0,2.074,Lebuhraya Kajang-Seremban,43.742,Jalan Raja Melewar,17.348,Low Access
OSM_way_1273341615,Galaxy Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.790322,102.397173,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2248.0,2.248,Lebuhraya Kajang-Seremban,43.916,Jalan Raja Melewar,17.408,Low Access
OSM_node_11824194560,Natural Scenery Park,Viewpoint,Negeri Sembilan,Jempol,2.794435,102.3951,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2090.8,2.091,Lebuhraya Kajang-Seremban,43.754,Jalan Raja Melewar,17.348,Low Access
OSM_node_11822035423,Sky Mirror Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.790366,102.397232,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2240.1,2.24,Lebuhraya Kajang-Seremban,43.923,Jalan Raja Melewar,17.416,Low Access
OSM_node_11822035429,Taman Kayangan,Viewpoint,Negeri Sembilan,Jempol,2.787476,102.396956,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2514.5,2.514,Lebuhraya Kajang-Seremban,43.849,Jalan Raja Melewar,17.284,Low Access
OSM_node_11822035419,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.796293,102.395004,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,1978.8,1.979,Lebuhraya Kajang-Seremban,43.775,Jalan Raja Melewar,17.412,Limited Access
OSM_node_11822035427,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.782869,102.403527,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2667.7,2.668,Lebuhraya Utara–Selatan,44.176,Jalan Raja Melewar,17.833,Low Access
OSM_node_11822035428,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.781807,102.404164,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2764.2,2.764,Lebuhraya Utara–Selatan,44.113,Jalan Raja Melewar,17.87,Low Access
OSM_node_11822035431,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.79402,102.397816,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,1895.5,1.895,Lebuhraya Kajang-Seremban,44.045,Jalan Raja Melewar,17.614,Limited Access
OSM_node_11824624312,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.788297,102.398395,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2349.6,2.35,Lebuhraya Kajang-Seremban,44.02,Jalan Raja Melewar,17.465,Low Access
OSM_node_12455479235,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.891491,102.307791,Jalan Tampin - Kuala Pilah - Manchis,9,Primary,1094.5,1.095,Lebuhraya Kajang-Seremban,37.744,Jalan Raja Melewar,18.143,Limited Access
OSM_way_1273294040,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.789396,102.398357,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2250.9,2.251,Lebuhraya Kajang-Seremban,44.032,Jalan Raja Melewar,17.5,Low Access
OSM_way_1273294041,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Jempol,2.789331,102.398253,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2263.4,2.263,Lebuhraya Kajang-Seremban,44.02,Jalan Raja Melewar,17.486,Low Access
OSM_way_1273294042,七来,Viewpoint,Negeri Sembilan,Jempol,2.792155,102.396808,Jalan Gemas - Rompin - Ayer Hitam - Kemayan,10,Primary,2121.9,2.122,Lebuhraya Kajang-Seremban,43.904,Jalan Raja Melewar,17.438,Low Access
OSM_way_571551066,Balairong Seri Istana Seri Menanti,Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.701964,102.157918,Jalan Seremban-Kuala Pilah,51,Trunk,4636.8,4.637,Lebuhraya Kajang-Seremban,17.253,Jalan Seremban-Kuala Pilah,4.637,Low Access
OSM_way_571551071,Istana Besar Seri Menanti,Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.701267,102.157691,Jalan Seremban-Kuala Pilah,51,Trunk,4717.8,4.718,Lebuhraya Kajang-Seremban,17.244,Jalan Seremban-Kuala Pilah,4.718,Low Access
OSM_way_571551068,Istana Seri Menanti,Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.702193,102.158592,Jalan Seremban-Kuala Pilah,51,Trunk,4594.3,4.594,Lebuhraya Kajang-Seremban,17.321,Jalan Seremban-Kuala Pilah,4.594,Low Access
OSM_way_1385100919,Unnamed Historic Site (Castle),Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.701544,102.157804,Jalan Seremban-Kuala Pilah,51,Trunk,4685.0,4.685,Lebuhraya Kajang-Seremban,17.25,Jalan Seremban-Kuala Pilah,4.685,Low Access
OSM_way_1385100920,Unnamed Historic Site (Castle),Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.701805,102.158511,Jalan Seremban-Kuala Pilah,51,Trunk,4638.2,4.638,Lebuhraya Kajang-Seremban,17.321,Jalan Seremban-Kuala Pilah,4.638,Low Access
OSM_way_1385100923,Unnamed Historic Site (Castle),Historic Site (Castle),Negeri Sembilan,Kuala Pilah,2.700952,102.157566,Jalan Seremban-Kuala Pilah,51,Trunk,4755.1,4.755,Lebuhraya Kajang-Seremban,17.238,Jalan Seremban-Kuala Pilah,4.755,Low Access
OSM_way_1385100947,Makam Diraja Seri Menanti,Historic Site (Tomb),Negeri Sembilan,Kuala Pilah,2.697254,102.161088,Jalan Seremban-Kuala Pilah,51,Trunk,5078.7,5.079,Lebuhraya Kajang-Seremban,17.71,Jalan Seremban-Kuala Pilah,5.079,Low Access
OSM_way_1385100976,Muzium DiRaja Istana Lama Seri Menanti,Museum,Negeri Sembilan,Kuala Pilah,2.697957,102.157134,Jalan Seremban-Kuala Pilah,51,Trunk,5088.8,5.089,Lebuhraya Kajang-Seremban,17.264,Jalan Seremban-Kuala Pilah,5.089,Low Access
OSM_way_571559933,Unnamed Museum,Museum,Negeri Sembilan,Kuala Pilah,2.698074,102.156459,Jalan Seremban-Kuala Pilah,51,Trunk,5094.7,5.095,Lebuhraya Kajang-Seremban,17.188,Jalan Seremban-Kuala Pilah,5.095,Low Access
OSM_node_6205013102,Gunung Angsi,Viewpoint,Negeri Sembilan,Kuala Pilah,2.698589,102.048045,Jalan Seremban-Kuala Pilah,51,Trunk,3351.6,3.352,Lebuhraya Kajang-Seremban,5.805,Jalan Seremban-Kuala Pilah,3.352,Low Access
OSM_node_12383640232,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Kuala Pilah,2.83452,102.267169,Unnamed Primary (9),9,Primary,5444.0,5.444,Lebuhraya Kajang-Seremban,31.047,Jalan Raja Melewar,10.809,Low Access
OSM_node_14158835281,Unnamed Viewpoint,Viewpoint,Negeri Sembilan,Kuala Pilah,2.81012,102.060482,Jalan Seremban - Simpang Pertang,86,Primary,6871.5,6.872,Lebuhraya Kajang-Seremban,10.197,Jalan Seremban-Kuala Pilah,8.915,Low Access
OSM_node_11240300566,Jeram Janggut,Waterfall,Negeri Sembilan,Kuala Pilah,2.841409,102.114739,Jalan Seremban - Simpang Pertang,86,Primary,10755.3,10.755,Lebuhraya Kajang-Seremban,16.825,Jalan Seremban-Kuala Pilah,11.06,Low Access
OSM_node_11215349191,Unnamed Waterfall,Waterfall,Negeri Sembilan,Kuala Pilah,2.637758,102.160532,Jalan Seremban-Tampin,1,Trunk,7697.0,7.697,Lebuhraya Utara–Selatan,14.797,Jalan Seremban-Tampin,7.697,Low Access
OSM_node_13095929146,Unnamed Waterfall,Waterfall,Negeri Sembilan,Kuala Pilah,2.677994,102.215694,Tampin - Kuala Pilah,9,Primary,5111.4,5.111,Lebuhraya Utara–Selatan,22.272,Jalan Raja Melewar,6.483,Low Access
OSM_node_5357437687,Sea Turtle Pond,Aquarium,Negeri Sembilan,Port Dickson,2.549607,101.797254,Jalan Seremban-Port Dickson,5,Trunk,683.8,0.684,Lebuhraya Seremban-Port Dickson,6.415,Jalan Seremban-Port Dickson,0.684,Good Access
OSM_node_4894818321,Port Dickson Army  Musuem,Attraction,Negeri Sembilan,Port Dickson,2.496538,101.847241,Jalan Sungai Menyala,N8,Primary,23.8,0.024,Lebuhraya Seremban-Port Dickson,2.08,Jalan Pantai,0.768,Direct Access
OSM_way_555758424,Port Dickson Clock Tower,Attraction,Negeri Sembilan,Port Dickson,2.524411,101.795312,Unnamed Primary,,Primary,28.6,0.029,Lebuhraya Seremban-Port Dickson,6.85,Pintasan Port Dickson,1.045,Direct Access
OSM_node_12258007648,Sky Ladder Pineapple Farm,Attraction,Negeri Sembilan,Port Dickson,2.552106,101.850691,Lebuhraya Seremban-Port Dickson,E29,Motorway,634.6,0.635,Lebuhraya Seremban-Port Dickson,0.635,Jalan Seremban-Port Dickson,2.999,Good Access
OSM_node_5064200651,Tanjong Gemuk,Attraction,Negeri Sembilan,Port Dickson,2.52113,101.795232,Unnamed Primary,,Primary,329.1,0.329,Lebuhraya Seremban-Port Dickson,6.95,Pintasan Port Dickson,1.282,Very Close
OSM_node_13006222289,Pantai 3,Beach,Negeri Sembilan,Port Dickson,2.448296,101.856027,Jalan Pantai,5,Trunk,223.8,0.224,Lebuhraya Seremban-Port Dickson,5.872,Jalan Pantai,0.224,Very Close
OSM_way_555271416,Pantai Bagan Pinang,Beach,Negeri Sembilan,Port Dickson,2.510527,101.827866,Jalan Pantai,5,Trunk,24.6,0.025,Lebuhraya Seremban-Port Dickson,3.99,Jalan Pantai,0.025,Direct Access
OSM_node_4852898276,Pantai Cahaya Negeri,Beach,Negeri Sembilan,Port Dickson,2.490949,101.840714,Jalan Pantai,5,Trunk,178.0,0.178,Lebuhraya Seremban-Port Dickson,2.953,Jalan Pantai,0.178,Very Close
OSM_way_35710597,Pantai Cermin,Beach,Negeri Sembilan,Port Dickson,2.416177,101.863928,Jalan Pantai,5,Trunk,726.5,0.727,Lebuhraya Seremban-Port Dickson,9.339,Jalan Pantai,0.726,Good Access
OSM_node_4855100776,Pantai Saujana,Beach,Negeri Sembilan,Port Dickson,2.501804,101.836418,Jalan Pantai,5,Trunk,62.6,0.063,Lebuhraya Seremban-Port Dickson,3.216,Jalan Pantai,0.063,Direct Access
OSM_way_35837495,Pantai Sri Purnama,Beach,Negeri Sembilan,Port Dickson,2.431804,101.856619,Jalan Pantai,5,Trunk,705.5,0.706,Lebuhraya Seremban-Port Dickson,7.669,Jalan Pantai,0.706,Good Access
OSM_way_1353391968,Pantai Tanjung Gemuk,Beach,Negeri Sembilan,Port Dickson,2.545605,101.798591,Jalan Seremban,53,Primary,249.5,0.249,Lebuhraya Seremban-Port Dickson,6.241,Jalan Seremban-Port Dickson,0.41,Very Close
OSM_way_35837493,Pantai Teluk Kemang,Beach,Negeri Sembilan,Port Dickson,2.454006,101.853909,Jalan Pantai,5,Trunk,361.2,0.361,Lebuhraya Seremban-Port Dickson,5.304,Jalan Pantai,0.361,Very Close
OSM_way_35857276,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.448628,101.856562,Jalan Pantai,5,Trunk,161.5,0.162,Lebuhraya Seremban-Port Dickson,5.825,Jalan Pantai,0.161,Very Close
OSM_way_540727679,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.481897,101.846598,Jalan Pantai,5,Trunk,211.6,0.212,Lebuhraya Seremban-Port Dickson,2.942,Jalan Pantai,0.212,Very Close
OSM_way_555261360,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.548165,101.797625,Jalan Seremban,53,Primary,540.2,0.54,Lebuhraya Seremban-Port Dickson,6.362,Jalan Seremban-Port Dickson,0.579,Good Access
OSM_way_555271419,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.518674,101.821294,Jalan Pantai,5,Trunk,117.4,0.117,Lebuhraya Seremban-Port Dickson,4.25,Jalan Pantai,0.117,Very Close
OSM_way_555271422,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.50068,101.836818,Jalan Pantai,5,Trunk,93.3,0.093,Lebuhraya Seremban-Port Dickson,3.181,Jalan Pantai,0.093,Direct Access
OSM_way_555274204,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.48884,101.842472,Jalan Pantai,5,Trunk,166.4,0.166,Lebuhraya Seremban-Port Dickson,2.868,Jalan Pantai,0.166,Very Close
OSM_way_555277396,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.522106,101.810522,Jalan Pantai,5,Trunk,373.5,0.373,Lebuhraya Seremban-Port Dickson,5.278,Jalan Pantai,0.373,Very Close
OSM_way_555277400,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.520255,101.818658,Jalan Pantai,5,Trunk,181.0,0.181,Lebuhraya Seremban-Port Dickson,4.468,Jalan Pantai,0.181,Very Close
OSM_way_555277403,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.494839,101.839813,Jalan Pantai,5,Trunk,24.0,0.024,Lebuhraya Seremban-Port Dickson,2.927,Jalan Pantai,0.024,Direct Access
OSM_way_1126508764,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.504381,101.833966,Jalan Pantai,5,Trunk,74.1,0.074,Lebuhraya Seremban-Port Dickson,3.461,Jalan Pantai,0.074,Direct Access
OSM_relation_13111980,Unnamed Beach,Beach,Negeri Sembilan,Port Dickson,2.417196,101.894424,Jalan Pantai,5,Trunk,1132.3,1.132,Lebuhraya Seremban-Port Dickson,9.767,Jalan Pantai,1.132,Limited Access
