beds,date,type,state,district
0,2018-01-01,special_medical_institution,Sarawak,Matu
0,2019-01-01,special_medical_institution,Sarawak,Matu
0,2020-01-01,special_medical_institution,Sarawak,Matu
0,2021-01-01,special_medical_institution,Sarawak,Matu
0,2022-01-01,special_medical_institution,Sarawak,Matu
0,2015-01-01,all,Sarawak,Meradong
0,2016-01-01,all,Sarawak,Meradong
0,2017-01-01,all,Sarawak,Meradong
0,2018-01-01,all,Sarawak,Meradong
0,2019-01-01,all,Sarawak,Meradong
0,2020-01-01,all,Sarawak,Meradong
0,2021-01-01,all,Sarawak,Meradong
0,2022-01-01,all,Sarawak,Meradong
0,2015-01-01,hospital_moh,Sarawak,Meradong
0,2016-01-01,hospital_moh,Sarawak,Meradong
0,2017-01-01,hospital_moh,Sarawak,Meradong
0,2018-01-01,hospital_moh,Sarawak,Meradong
0,2019-01-01,hospital_moh,Sarawak,Meradong
0,2020-01-01,hospital_moh,Sarawak,Meradong
0,2021-01-01,hospital_moh,Sarawak,Meradong
0,2022-01-01,hospital_moh,Sarawak,Meradong
0,2015-01-01,hospital_non_moh,Sarawak,Meradong
0,2016-01-01,hospital_non_moh,Sarawak,Meradong
0,2017-01-01,hospital_non_moh,Sarawak,Meradong
0,2018-01-01,hospital_non_moh,Sarawak,Meradong
0,2019-01-01,hospital_non_moh,Sarawak,Meradong
0,2020-01-01,hospital_non_moh,Sarawak,Meradong
0,2021-01-01,hospital_non_moh,Sarawak,Meradong
0,2022-01-01,hospital_non_moh,Sarawak,Meradong
0,2015-01-01,special_medical_institution,Sarawak,Meradong
0,2016-01-01,special_medical_institution,Sarawak,Meradong
0,2017-01-01,special_medical_institution,Sarawak,Meradong
0,2018-01-01,special_medical_institution,Sarawak,Meradong
0,2019-01-01,special_medical_institution,Sarawak,Meradong
0,2020-01-01,special_medical_institution,Sarawak,Meradong
0,2021-01-01,special_medical_institution,Sarawak,Meradong
0,2022-01-01,special_medical_institution,Sarawak,Meradong
339,2015-01-01,all,Sarawak,Miri
345,2016-01-01,all,Sarawak,Miri
345,2017-01-01,all,Sarawak,Miri
349,2018-01-01,all,Sarawak,Miri
349,2019-01-01,all,Sarawak,Miri
349,2020-01-01,all,Sarawak,Miri
349,2021-01-01,all,Sarawak,Miri
349,2022-01-01,all,Sarawak,Miri
339,2015-01-01,hospital_moh,Sarawak,Miri
345,2016-01-01,hospital_moh,Sarawak,Miri
345,2017-01-01,hospital_moh,Sarawak,Miri
349,2018-01-01,hospital_moh,Sarawak,Miri
349,2019-01-01,hospital_moh,Sarawak,Miri
349,2020-01-01,hospital_moh,Sarawak,Miri
349,2021-01-01,hospital_moh,Sarawak,Miri
349,2022-01-01,hospital_moh,Sarawak,Miri
0,2015-01-01,hospital_non_moh,Sarawak,Miri
0,2016-01-01,hospital_non_moh,Sarawak,Miri
0,2017-01-01,hospital_non_moh,Sarawak,Miri
0,2018-01-01,hospital_non_moh,Sarawak,Miri
0,2019-01-01,hospital_non_moh,Sarawak,Miri
0,2020-01-01,hospital_non_moh,Sarawak,Miri
0,2021-01-01,hospital_non_moh,Sarawak,Miri
0,2022-01-01,hospital_non_moh,Sarawak,Miri
0,2015-01-01,special_medical_institution,Sarawak,Miri
0,2016-01-01,special_medical_institution,Sarawak,Miri
0,2017-01-01,special_medical_institution,Sarawak,Miri
0,2018-01-01,special_medical_institution,Sarawak,Miri
0,2019-01-01,special_medical_institution,Sarawak,Miri
0,2020-01-01,special_medical_institution,Sarawak,Miri
0,2021-01-01,special_medical_institution,Sarawak,Miri
0,2022-01-01,special_medical_institution,Sarawak,Miri
80,2015-01-01,all,Sarawak,Mukah
80,2016-01-01,all,Sarawak,Mukah
80,2017-01-01,all,Sarawak,Mukah
80,2018-01-01,all,Sarawak,Mukah
80,2019-01-01,all,Sarawak,Mukah
80,2020-01-01,all,Sarawak,Mukah
80,2021-01-01,all,Sarawak,Mukah
80,2022-01-01,all,Sarawak,Mukah
80,2015-01-01,hospital_moh,Sarawak,Mukah
80,2016-01-01,hospital_moh,Sarawak,Mukah
80,2017-01-01,hospital_moh,Sarawak,Mukah
80,2018-01-01,hospital_moh,Sarawak,Mukah
80,2019-01-01,hospital_moh,Sarawak,Mukah
80,2020-01-01,hospital_moh,Sarawak,Mukah
80,2021-01-01,hospital_moh,Sarawak,Mukah
80,2022-01-01,hospital_moh,Sarawak,Mukah
0,2015-01-01,hospital_non_moh,Sarawak,Mukah
0,2016-01-01,hospital_non_moh,Sarawak,Mukah
0,2017-01-01,hospital_non_moh,Sarawak,Mukah
0,2018-01-01,hospital_non_moh,Sarawak,Mukah
0,2019-01-01,hospital_non_moh,Sarawak,Mukah
0,2020-01-01,hospital_non_moh,Sarawak,Mukah
0,2021-01-01,hospital_non_moh,Sarawak,Mukah
0,2022-01-01,hospital_non_moh,Sarawak,Mukah
0,2015-01-01,special_medical_institution,Sarawak,Mukah
0,2016-01-01,special_medical_institution,Sarawak,Mukah
0,2017-01-01,special_medical_institution,Sarawak,Mukah
0,2018-01-01,special_medical_institution,Sarawak,Mukah
0,2019-01-01,special_medical_institution,Sarawak,Mukah
0,2020-01-01,special_medical_institution,Sarawak,Mukah
0,2021-01-01,special_medical_institution,Sarawak,Mukah
0,2022-01-01,special_medical_institution,Sarawak,Mukah
0,2015-01-01,all,Sarawak,Pakan
0,2016-01-01,all,Sarawak,Pakan
0,2017-01-01,all,Sarawak,Pakan
0,2018-01-01,all,Sarawak,Pakan
0,2019-01-01,all,Sarawak,Pakan
0,2020-01-01,all,Sarawak,Pakan
0,2021-01-01,all,Sarawak,Pakan
0,2022-01-01,all,Sarawak,Pakan
0,2015-01-01,hospital_moh,Sarawak,Pakan
0,2016-01-01,hospital_moh,Sarawak,Pakan
0,2017-01-01,hospital_moh,Sarawak,Pakan
0,2018-01-01,hospital_moh,Sarawak,Pakan
0,2019-01-01,hospital_moh,Sarawak,Pakan
0,2020-01-01,hospital_moh,Sarawak,Pakan
0,2021-01-01,hospital_moh,Sarawak,Pakan
0,2022-01-01,hospital_moh,Sarawak,Pakan
0,2015-01-01,hospital_non_moh,Sarawak,Pakan
0,2016-01-01,hospital_non_moh,Sarawak,Pakan
0,2017-01-01,hospital_non_moh,Sarawak,Pakan
0,2018-01-01,hospital_non_moh,Sarawak,Pakan
0,2019-01-01,hospital_non_moh,Sarawak,Pakan
0,2020-01-01,hospital_non_moh,Sarawak,Pakan
0,2021-01-01,hospital_non_moh,Sarawak,Pakan
0,2022-01-01,hospital_non_moh,Sarawak,Pakan
0,2015-01-01,special_medical_institution,Sarawak,Pakan
0,2016-01-01,special_medical_institution,Sarawak,Pakan
0,2017-01-01,special_medical_institution,Sarawak,Pakan
0,2018-01-01,special_medical_institution,Sarawak,Pakan
0,2019-01-01,special_medical_institution,Sarawak,Pakan
0,2020-01-01,special_medical_institution,Sarawak,Pakan
0,2021-01-01,special_medical_institution,Sarawak,Pakan
0,2022-01-01,special_medical_institution,Sarawak,Pakan
0,2015-01-01,all,Sarawak,Pusa
0,2016-01-01,all,Sarawak,Pusa
0,2017-01-01,all,Sarawak,Pusa
0,2018-01-01,all,Sarawak,Pusa
0,2019-01-01,all,Sarawak,Pusa
0,2020-01-01,all,Sarawak,Pusa
0,2021-01-01,all,Sarawak,Pusa
0,2022-01-01,all,Sarawak,Pusa
0,2015-01-01,hospital_moh,Sarawak,Pusa
0,2016-01-01,hospital_moh,Sarawak,Pusa
0,2017-01-01,hospital_moh,Sarawak,Pusa
0,2018-01-01,hospital_moh,Sarawak,Pusa
0,2019-01-01,hospital_moh,Sarawak,Pusa
0,2020-01-01,hospital_moh,Sarawak,Pusa
0,2021-01-01,hospital_moh,Sarawak,Pusa
0,2022-01-01,hospital_moh,Sarawak,Pusa
0,2015-01-01,hospital_non_moh,Sarawak,Pusa
0,2016-01-01,hospital_non_moh,Sarawak,Pusa
0,2017-01-01,hospital_non_moh,Sarawak,Pusa
0,2018-01-01,hospital_non_moh,Sarawak,Pusa
0,2019-01-01,hospital_non_moh,Sarawak,Pusa
0,2020-01-01,hospital_non_moh,Sarawak,Pusa
0,2021-01-01,hospital_non_moh,Sarawak,Pusa
0,2022-01-01,hospital_non_moh,Sarawak,Pusa
0,2015-01-01,special_medical_institution,Sarawak,Pusa
0,2016-01-01,special_medical_institution,Sarawak,Pusa
0,2017-01-01,special_medical_institution,Sarawak,Pusa
0,2018-01-01,special_medical_institution,Sarawak,Pusa
0,2019-01-01,special_medical_institution,Sarawak,Pusa
0,2020-01-01,special_medical_institution,Sarawak,Pusa
0,2021-01-01,special_medical_institution,Sarawak,Pusa
0,2022-01-01,special_medical_institution,Sarawak,Pusa
0,2015-01-01,all,Sarawak,Samarahan
106,2016-01-01,all,Sarawak,Samarahan
112,2017-01-01,all,Sarawak,Samarahan
128,2018-01-01,all,Sarawak,Samarahan
128,2019-01-01,all,Sarawak,Samarahan
128,2020-01-01,all,Sarawak,Samarahan
128,2021-01-01,all,Sarawak,Samarahan
128,2022-01-01,all,Sarawak,Samarahan
0,2015-01-01,hospital_moh,Sarawak,Samarahan
106,2016-01-01,hospital_moh,Sarawak,Samarahan
112,2017-01-01,hospital_moh,Sarawak,Samarahan
128,2018-01-01,hospital_moh,Sarawak,Samarahan
128,2019-01-01,hospital_moh,Sarawak,Samarahan
0,2020-01-01,hospital_moh,Sarawak,Samarahan
0,2021-01-01,hospital_moh,Sarawak,Samarahan
0,2022-01-01,hospital_moh,Sarawak,Samarahan
0,2015-01-01,hospital_non_moh,Sarawak,Samarahan
0,2016-01-01,hospital_non_moh,Sarawak,Samarahan
0,2017-01-01,hospital_non_moh,Sarawak,Samarahan
0,2018-01-01,hospital_non_moh,Sarawak,Samarahan
0,2019-01-01,hospital_non_moh,Sarawak,Samarahan
0,2020-01-01,hospital_non_moh,Sarawak,Samarahan
0,2021-01-01,hospital_non_moh,Sarawak,Samarahan
0,2022-01-01,hospital_non_moh,Sarawak,Samarahan
0,2015-01-01,special_medical_institution,Sarawak,Samarahan
0,2016-01-01,special_medical_institution,Sarawak,Samarahan
0,2017-01-01,special_medical_institution,Sarawak,Samarahan
0,2018-01-01,special_medical_institution,Sarawak,Samarahan
0,2019-01-01,special_medical_institution,Sarawak,Samarahan
128,2020-01-01,special_medical_institution,Sarawak,Samarahan
128,2021-01-01,special_medical_institution,Sarawak,Samarahan
128,2022-01-01,special_medical_institution,Sarawak,Samarahan
106,2015-01-01,all,Sarawak,Saratok
106,2016-01-01,all,Sarawak,Saratok
106,2017-01-01,all,Sarawak,Saratok
106,2018-01-01,all,Sarawak,Saratok
106,2019-01-01,all,Sarawak,Saratok
106,2020-01-01,all,Sarawak,Saratok
106,2021-01-01,all,Sarawak,Saratok
106,2022-01-01,all,Sarawak,Saratok
106,2015-01-01,hospital_moh,Sarawak,Saratok
106,2016-01-01,hospital_moh,Sarawak,Saratok
106,2017-01-01,hospital_moh,Sarawak,Saratok
106,2018-01-01,hospital_moh,Sarawak,Saratok
106,2019-01-01,hospital_moh,Sarawak,Saratok
106,2020-01-01,hospital_moh,Sarawak,Saratok
106,2021-01-01,hospital_moh,Sarawak,Saratok
106,2022-01-01,hospital_moh,Sarawak,Saratok
0,2015-01-01,hospital_non_moh,Sarawak,Saratok
0,2016-01-01,hospital_non_moh,Sarawak,Saratok
0,2017-01-01,hospital_non_moh,Sarawak,Saratok
0,2018-01-01,hospital_non_moh,Sarawak,Saratok
0,2019-01-01,hospital_non_moh,Sarawak,Saratok
0,2020-01-01,hospital_non_moh,Sarawak,Saratok
0,2021-01-01,hospital_non_moh,Sarawak,Saratok
0,2022-01-01,hospital_non_moh,Sarawak,Saratok
0,2015-01-01,special_medical_institution,Sarawak,Saratok
0,2016-01-01,special_medical_institution,Sarawak,Saratok
0,2017-01-01,special_medical_institution,Sarawak,Saratok
0,2018-01-01,special_medical_institution,Sarawak,Saratok
0,2019-01-01,special_medical_institution,Sarawak,Saratok
0,2020-01-01,special_medical_institution,Sarawak,Saratok
0,2021-01-01,special_medical_institution,Sarawak,Saratok
0,2022-01-01,special_medical_institution,Sarawak,Saratok
212,2015-01-01,all,Sarawak,Sarikei
212,2016-01-01,all,Sarawak,Sarikei
212,2017-01-01,all,Sarawak,Sarikei
212,2018-01-01,all,Sarawak,Sarikei
212,2019-01-01,all,Sarawak,Sarikei
212,2020-01-01,all,Sarawak,Sarikei
212,2021-01-01,all,Sarawak,Sarikei
212,2022-01-01,all,Sarawak,Sarikei
212,2015-01-01,hospital_moh,Sarawak,Sarikei
212,2016-01-01,hospital_moh,Sarawak,Sarikei
212,2017-01-01,hospital_moh,Sarawak,Sarikei
212,2018-01-01,hospital_moh,Sarawak,Sarikei
212,2019-01-01,hospital_moh,Sarawak,Sarikei
212,2020-01-01,hospital_moh,Sarawak,Sarikei
212,2021-01-01,hospital_moh,Sarawak,Sarikei
212,2022-01-01,hospital_moh,Sarawak,Sarikei
0,2015-01-01,hospital_non_moh,Sarawak,Sarikei
0,2016-01-01,hospital_non_moh,Sarawak,Sarikei
0,2017-01-01,hospital_non_moh,Sarawak,Sarikei
0,2018-01-01,hospital_non_moh,Sarawak,Sarikei
0,2019-01-01,hospital_non_moh,Sarawak,Sarikei
0,2020-01-01,hospital_non_moh,Sarawak,Sarikei
0,2021-01-01,hospital_non_moh,Sarawak,Sarikei
0,2022-01-01,hospital_non_moh,Sarawak,Sarikei
0,2015-01-01,special_medical_institution,Sarawak,Sarikei
0,2016-01-01,special_medical_institution,Sarawak,Sarikei
0,2017-01-01,special_medical_institution,Sarawak,Sarikei
0,2018-01-01,special_medical_institution,Sarawak,Sarikei
0,2019-01-01,special_medical_institution,Sarawak,Sarikei
0,2020-01-01,special_medical_institution,Sarawak,Sarikei
0,2021-01-01,special_medical_institution,Sarawak,Sarikei
0,2022-01-01,special_medical_institution,Sarawak,Sarikei
0,2015-01-01,all,Sarawak,Sebauh
0,2016-01-01,all,Sarawak,Sebauh
0,2017-01-01,all,Sarawak,Sebauh
0,2018-01-01,all,Sarawak,Sebauh
0,2019-01-01,all,Sarawak,Sebauh
0,2020-01-01,all,Sarawak,Sebauh
0,2021-01-01,all,Sarawak,Sebauh
0,2022-01-01,all,Sarawak,Sebauh
0,2015-01-01,hospital_moh,Sarawak,Sebauh
0,2016-01-01,hospital_moh,Sarawak,Sebauh
0,2017-01-01,hospital_moh,Sarawak,Sebauh
0,2018-01-01,hospital_moh,Sarawak,Sebauh
0,2019-01-01,hospital_moh,Sarawak,Sebauh
0,2020-01-01,hospital_moh,Sarawak,Sebauh
0,2021-01-01,hospital_moh,Sarawak,Sebauh
0,2022-01-01,hospital_moh,Sarawak,Sebauh
0,2015-01-01,hospital_non_moh,Sarawak,Sebauh
0,2016-01-01,hospital_non_moh,Sarawak,Sebauh
0,2017-01-01,hospital_non_moh,Sarawak,Sebauh
0,2018-01-01,hospital_non_moh,Sarawak,Sebauh
0,2019-01-01,hospital_non_moh,Sarawak,Sebauh
0,2020-01-01,hospital_non_moh,Sarawak,Sebauh
0,2021-01-01,hospital_non_moh,Sarawak,Sebauh
0,2022-01-01,hospital_non_moh,Sarawak,Sebauh
0,2015-01-01,special_medical_institution,Sarawak,Sebauh
0,2016-01-01,special_medical_institution,Sarawak,Sebauh
0,2017-01-01,special_medical_institution,Sarawak,Sebauh
0,2018-01-01,special_medical_institution,Sarawak,Sebauh
0,2019-01-01,special_medical_institution,Sarawak,Sebauh
0,2020-01-01,special_medical_institution,Sarawak,Sebauh
0,2021-01-01,special_medical_institution,Sarawak,Sebauh
0,2022-01-01,special_medical_institution,Sarawak,Sebauh
0,2015-01-01,all,Sarawak,Selangau
0,2016-01-01,all,Sarawak,Selangau
0,2017-01-01,all,Sarawak,Selangau
0,2018-01-01,all,Sarawak,Selangau
0,2019-01-01,all,Sarawak,Selangau
0,2020-01-01,all,Sarawak,Selangau
0,2021-01-01,all,Sarawak,Selangau
0,2022-01-01,all,Sarawak,Selangau
0,2015-01-01,hospital_moh,Sarawak,Selangau
0,2016-01-01,hospital_moh,Sarawak,Selangau
0,2017-01-01,hospital_moh,Sarawak,Selangau
0,2018-01-01,hospital_moh,Sarawak,Selangau
0,2019-01-01,hospital_moh,Sarawak,Selangau
0,2020-01-01,hospital_moh,Sarawak,Selangau
0,2021-01-01,hospital_moh,Sarawak,Selangau
0,2022-01-01,hospital_moh,Sarawak,Selangau
0,2015-01-01,hospital_non_moh,Sarawak,Selangau
0,2016-01-01,hospital_non_moh,Sarawak,Selangau
0,2017-01-01,hospital_non_moh,Sarawak,Selangau
0,2018-01-01,hospital_non_moh,Sarawak,Selangau
0,2019-01-01,hospital_non_moh,Sarawak,Selangau
0,2020-01-01,hospital_non_moh,Sarawak,Selangau
0,2021-01-01,hospital_non_moh,Sarawak,Selangau
0,2022-01-01,hospital_non_moh,Sarawak,Selangau
0,2015-01-01,special_medical_institution,Sarawak,Selangau
0,2016-01-01,special_medical_institution,Sarawak,Selangau
0,2017-01-01,special_medical_institution,Sarawak,Selangau
0,2018-01-01,special_medical_institution,Sarawak,Selangau
0,2019-01-01,special_medical_institution,Sarawak,Selangau
0,2020-01-01,special_medical_institution,Sarawak,Selangau
0,2021-01-01,special_medical_institution,Sarawak,Selangau
0,2022-01-01,special_medical_institution,Sarawak,Selangau
84,2015-01-01,all,Sarawak,Serian
84,2016-01-01,all,Sarawak,Serian
84,2017-01-01,all,Sarawak,Serian
84,2018-01-01,all,Sarawak,Serian
84,2019-01-01,all,Sarawak,Serian
84,2020-01-01,all,Sarawak,Serian
84,2021-01-01,all,Sarawak,Serian
84,2022-01-01,all,Sarawak,Serian
84,2015-01-01,hospital_moh,Sarawak,Serian
84,2016-01-01,hospital_moh,Sarawak,Serian
84,2017-01-01,hospital_moh,Sarawak,Serian
84,2018-01-01,hospital_moh,Sarawak,Serian
84,2019-01-01,hospital_moh,Sarawak,Serian
84,2020-01-01,hospital_moh,Sarawak,Serian
84,2021-01-01,hospital_moh,Sarawak,Serian
84,2022-01-01,hospital_moh,Sarawak,Serian
0,2015-01-01,hospital_non_moh,Sarawak,Serian
0,2016-01-01,hospital_non_moh,Sarawak,Serian
0,2017-01-01,hospital_non_moh,Sarawak,Serian
0,2018-01-01,hospital_non_moh,Sarawak,Serian
0,2019-01-01,hospital_non_moh,Sarawak,Serian
0,2020-01-01,hospital_non_moh,Sarawak,Serian
0,2021-01-01,hospital_non_moh,Sarawak,Serian
0,2022-01-01,hospital_non_moh,Sarawak,Serian
0,2015-01-01,special_medical_institution,Sarawak,Serian
0,2016-01-01,special_medical_institution,Sarawak,Serian
0,2017-01-01,special_medical_institution,Sarawak,Serian
0,2018-01-01,special_medical_institution,Sarawak,Serian
0,2019-01-01,special_medical_institution,Sarawak,Serian
0,2020-01-01,special_medical_institution,Sarawak,Serian
0,2021-01-01,special_medical_institution,Sarawak,Serian
0,2022-01-01,special_medical_institution,Sarawak,Serian
620,2015-01-01,all,Sarawak,Sibu
630,2016-01-01,all,Sarawak,Sibu
630,2017-01-01,all,Sarawak,Sibu
662,2018-01-01,all,Sarawak,Sibu
662,2019-01-01,all,Sarawak,Sibu
662,2020-01-01,all,Sarawak,Sibu
642,2021-01-01,all,Sarawak,Sibu
662,2022-01-01,all,Sarawak,Sibu
620,2015-01-01,hospital_moh,Sarawak,Sibu
630,2016-01-01,hospital_moh,Sarawak,Sibu
630,2017-01-01,hospital_moh,Sarawak,Sibu
662,2018-01-01,hospital_moh,Sarawak,Sibu
662,2019-01-01,hospital_moh,Sarawak,Sibu
662,2020-01-01,hospital_moh,Sarawak,Sibu
642,2021-01-01,hospital_moh,Sarawak,Sibu
662,2022-01-01,hospital_moh,Sarawak,Sibu
0,2015-01-01,hospital_non_moh,Sarawak,Sibu
0,2016-01-01,hospital_non_moh,Sarawak,Sibu
0,2017-01-01,hospital_non_moh,Sarawak,Sibu
0,2018-01-01,hospital_non_moh,Sarawak,Sibu
0,2019-01-01,hospital_non_moh,Sarawak,Sibu
0,2020-01-01,hospital_non_moh,Sarawak,Sibu
0,2021-01-01,hospital_non_moh,Sarawak,Sibu
0,2022-01-01,hospital_non_moh,Sarawak,Sibu
0,2015-01-01,special_medical_institution,Sarawak,Sibu
0,2016-01-01,special_medical_institution,Sarawak,Sibu
0,2017-01-01,special_medical_institution,Sarawak,Sibu
0,2018-01-01,special_medical_institution,Sarawak,Sibu
0,2019-01-01,special_medical_institution,Sarawak,Sibu
0,2020-01-01,special_medical_institution,Sarawak,Sibu
0,2021-01-01,special_medical_institution,Sarawak,Sibu
0,2022-01-01,special_medical_institution,Sarawak,Sibu
42,2015-01-01,all,Sarawak,Simunjan
42,2016-01-01,all,Sarawak,Simunjan
42,2017-01-01,all,Sarawak,Simunjan
42,2018-01-01,all,Sarawak,Simunjan
42,2019-01-01,all,Sarawak,Simunjan
42,2020-01-01,all,Sarawak,Simunjan
42,2021-01-01,all,Sarawak,Simunjan
42,2022-01-01,all,Sarawak,Simunjan
42,2015-01-01,hospital_moh,Sarawak,Simunjan
42,2016-01-01,hospital_moh,Sarawak,Simunjan
42,2017-01-01,hospital_moh,Sarawak,Simunjan
42,2018-01-01,hospital_moh,Sarawak,Simunjan
42,2019-01-01,hospital_moh,Sarawak,Simunjan
42,2020-01-01,hospital_moh,Sarawak,Simunjan
42,2021-01-01,hospital_moh,Sarawak,Simunjan
42,2022-01-01,hospital_moh,Sarawak,Simunjan
0,2015-01-01,hospital_non_moh,Sarawak,Simunjan
0,2016-01-01,hospital_non_moh,Sarawak,Simunjan
0,2017-01-01,hospital_non_moh,Sarawak,Simunjan
0,2018-01-01,hospital_non_moh,Sarawak,Simunjan
0,2019-01-01,hospital_non_moh,Sarawak,Simunjan
0,2020-01-01,hospital_non_moh,Sarawak,Simunjan
0,2021-01-01,hospital_non_moh,Sarawak,Simunjan
0,2022-01-01,hospital_non_moh,Sarawak,Simunjan
0,2015-01-01,special_medical_institution,Sarawak,Simunjan
0,2016-01-01,special_medical_institution,Sarawak,Simunjan
0,2017-01-01,special_medical_institution,Sarawak,Simunjan
0,2018-01-01,special_medical_institution,Sarawak,Simunjan
0,2019-01-01,special_medical_institution,Sarawak,Simunjan
0,2020-01-01,special_medical_institution,Sarawak,Simunjan
0,2021-01-01,special_medical_institution,Sarawak,Simunjan
0,2022-01-01,special_medical_institution,Sarawak,Simunjan
0,2015-01-01,all,Sarawak,Song
0,2016-01-01,all,Sarawak,Song
0,2017-01-01,all,Sarawak,Song
0,2018-01-01,all,Sarawak,Song
0,2019-01-01,all,Sarawak,Song
0,2020-01-01,all,Sarawak,Song
0,2021-01-01,all,Sarawak,Song
0,2022-01-01,all,Sarawak,Song
0,2015-01-01,hospital_moh,Sarawak,Song
0,2016-01-01,hospital_moh,Sarawak,Song
0,2017-01-01,hospital_moh,Sarawak,Song
0,2018-01-01,hospital_moh,Sarawak,Song
0,2019-01-01,hospital_moh,Sarawak,Song
0,2020-01-01,hospital_moh,Sarawak,Song
0,2021-01-01,hospital_moh,Sarawak,Song
0,2022-01-01,hospital_moh,Sarawak,Song
0,2015-01-01,hospital_non_moh,Sarawak,Song
0,2016-01-01,hospital_non_moh,Sarawak,Song
0,2017-01-01,hospital_non_moh,Sarawak,Song
0,2018-01-01,hospital_non_moh,Sarawak,Song
0,2019-01-01,hospital_non_moh,Sarawak,Song
0,2020-01-01,hospital_non_moh,Sarawak,Song
0,2021-01-01,hospital_non_moh,Sarawak,Song
0,2022-01-01,hospital_non_moh,Sarawak,Song
0,2015-01-01,special_medical_institution,Sarawak,Song
0,2016-01-01,special_medical_institution,Sarawak,Song
0,2017-01-01,special_medical_institution,Sarawak,Song
0,2018-01-01,special_medical_institution,Sarawak,Song
0,2019-01-01,special_medical_institution,Sarawak,Song
0,2020-01-01,special_medical_institution,Sarawak,Song
0,2021-01-01,special_medical_institution,Sarawak,Song
0,2022-01-01,special_medical_institution,Sarawak,Song
96,2015-01-01,all,Sarawak,Sri Aman
96,2016-01-01,all,Sarawak,Sri Aman
96,2017-01-01,all,Sarawak,Sri Aman
96,2018-01-01,all,Sarawak,Sri Aman
96,2019-01-01,all,Sarawak,Sri Aman
96,2020-01-01,all,Sarawak,Sri Aman
92,2021-01-01,all,Sarawak,Sri Aman
92,2022-01-01,all,Sarawak,Sri Aman
96,2015-01-01,hospital_moh,Sarawak,Sri Aman
96,2016-01-01,hospital_moh,Sarawak,Sri Aman
96,2017-01-01,hospital_moh,Sarawak,Sri Aman
96,2018-01-01,hospital_moh,Sarawak,Sri Aman
96,2019-01-01,hospital_moh,Sarawak,Sri Aman
96,2020-01-01,hospital_moh,Sarawak,Sri Aman
92,2021-01-01,hospital_moh,Sarawak,Sri Aman
92,2022-01-01,hospital_moh,Sarawak,Sri Aman
0,2015-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2016-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2017-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2018-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2019-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2020-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2021-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2022-01-01,hospital_non_moh,Sarawak,Sri Aman
0,2015-01-01,special_medical_institution,Sarawak,Sri Aman
0,2016-01-01,special_medical_institution,Sarawak,Sri Aman
0,2017-01-01,special_medical_institution,Sarawak,Sri Aman
0,2018-01-01,special_medical_institution,Sarawak,Sri Aman
0,2019-01-01,special_medical_institution,Sarawak,Sri Aman
0,2020-01-01,special_medical_institution,Sarawak,Sri Aman
0,2021-01-01,special_medical_institution,Sarawak,Sri Aman
0,2022-01-01,special_medical_institution,Sarawak,Sri Aman
0,2015-01-01,all,Sarawak,Subis
0,2016-01-01,all,Sarawak,Subis
0,2017-01-01,all,Sarawak,Subis
0,2018-01-01,all,Sarawak,Subis
0,2019-01-01,all,Sarawak,Subis
0,2020-01-01,all,Sarawak,Subis
0,2021-01-01,all,Sarawak,Subis
0,2022-01-01,all,Sarawak,Subis
0,2015-01-01,hospital_moh,Sarawak,Subis
0,2016-01-01,hospital_moh,Sarawak,Subis
0,2017-01-01,hospital_moh,Sarawak,Subis
0,2018-01-01,hospital_moh,Sarawak,Subis
0,2019-01-01,hospital_moh,Sarawak,Subis
0,2020-01-01,hospital_moh,Sarawak,Subis
0,2021-01-01,hospital_moh,Sarawak,Subis
0,2022-01-01,hospital_moh,Sarawak,Subis
0,2015-01-01,hospital_non_moh,Sarawak,Subis
0,2016-01-01,hospital_non_moh,Sarawak,Subis
0,2017-01-01,hospital_non_moh,Sarawak,Subis
0,2018-01-01,hospital_non_moh,Sarawak,Subis
0,2019-01-01,hospital_non_moh,Sarawak,Subis
0,2020-01-01,hospital_non_moh,Sarawak,Subis
0,2021-01-01,hospital_non_moh,Sarawak,Subis
0,2022-01-01,hospital_non_moh,Sarawak,Subis
0,2015-01-01,special_medical_institution,Sarawak,Subis
0,2016-01-01,special_medical_institution,Sarawak,Subis
0,2017-01-01,special_medical_institution,Sarawak,Subis
0,2018-01-01,special_medical_institution,Sarawak,Subis
0,2019-01-01,special_medical_institution,Sarawak,Subis
0,2020-01-01,special_medical_institution,Sarawak,Subis
0,2021-01-01,special_medical_institution,Sarawak,Subis
0,2022-01-01,special_medical_institution,Sarawak,Subis
0,2015-01-01,all,Sarawak,Tanjung Manis
0,2016-01-01,all,Sarawak,Tanjung Manis
0,2017-01-01,all,Sarawak,Tanjung Manis
0,2018-01-01,all,Sarawak,Tanjung Manis
0,2019-01-01,all,Sarawak,Tanjung Manis
0,2020-01-01,all,Sarawak,Tanjung Manis
0,2021-01-01,all,Sarawak,Tanjung Manis
0,2022-01-01,all,Sarawak,Tanjung Manis
0,2015-01-01,hospital_moh,Sarawak,Tanjung Manis
