asset_id,asset_name,category,state,district,lat,lon,nearest_healthcare_name,nearest_healthcare_type,distance_to_healthcare_m,distance_to_healthcare_km,nearest_hospital_name,distance_to_hospital_km,nearest_clinic_name,distance_to_clinic_km,nearest_pharmacy_name,distance_to_pharmacy_km,healthcare_access_tier,hospital_access_tier
OSM_way_1422289151,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19669,102.24606,Chinese Pharmacy,Pharmacy,311.8,0.312,Putra Specialist Hospital,0.914,Klinik Kesihatan Jalan Gereja,0.506,Chinese Pharmacy,0.312,High Access,High Emergency Access
OSM_way_1422289153,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196631,102.245997,Chinese Pharmacy,Pharmacy,319.9,0.32,Putra Specialist Hospital,0.923,Klinik Kesihatan Jalan Gereja,0.509,Chinese Pharmacy,0.32,High Access,High Emergency Access
OSM_way_1422289154,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196642,102.24592,Chinese Pharmacy,Pharmacy,328.1,0.328,Putra Specialist Hospital,0.929,Klinik Kesihatan Jalan Gereja,0.517,Chinese Pharmacy,0.328,High Access,High Emergency Access
OSM_way_1422289156,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196395,102.245797,Chinese Pharmacy,Pharmacy,347.2,0.347,Putra Specialist Hospital,0.957,Klinik Kesihatan Jalan Gereja,0.517,Chinese Pharmacy,0.347,High Access,High Emergency Access
OSM_way_1422289157,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196425,102.245817,Chinese Pharmacy,Pharmacy,344.2,0.344,Putra Specialist Hospital,0.953,Klinik Kesihatan Jalan Gereja,0.517,Chinese Pharmacy,0.344,High Access,High Emergency Access
OSM_way_1422293403,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19727,102.24616,Chinese Pharmacy,Pharmacy,296.8,0.297,Putra Specialist Hospital,0.865,Klinik Kesihatan Jalan Gereja,0.532,Chinese Pharmacy,0.297,High Access,High Emergency Access
OSM_way_1422293404,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197352,102.24631,Chinese Pharmacy,Pharmacy,280.7,0.281,Putra Specialist Hospital,0.846,Klinik Kesihatan Jalan Gereja,0.525,Chinese Pharmacy,0.281,High Access,High Emergency Access
OSM_way_1422293405,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19732,102.246335,Chinese Pharmacy,Pharmacy,277.7,0.278,Putra Specialist Hospital,0.846,Klinik Kesihatan Jalan Gereja,0.52,Chinese Pharmacy,0.278,High Access,High Emergency Access
OSM_way_1422293406,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197296,102.246371,Chinese Pharmacy,Pharmacy,273.5,0.274,Putra Specialist Hospital,0.844,Klinik Kesihatan Jalan Gereja,0.515,Chinese Pharmacy,0.273,High Access,High Emergency Access
OSM_way_1422293407,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197257,102.246404,Chinese Pharmacy,Pharmacy,269.6,0.27,Putra Specialist Hospital,0.844,Klinik Kesihatan Jalan Gereja,0.51,Chinese Pharmacy,0.27,High Access,High Emergency Access
OSM_way_1422293408,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197219,102.246434,Chinese Pharmacy,Pharmacy,266.1,0.266,Putra Specialist Hospital,0.844,Klinik Kesihatan Jalan Gereja,0.505,Chinese Pharmacy,0.266,High Access,High Emergency Access
OSM_way_1422293409,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197197,102.246474,Chinese Pharmacy,Pharmacy,261.6,0.262,Putra Specialist Hospital,0.842,Klinik Kesihatan Jalan Gereja,0.5,Chinese Pharmacy,0.262,High Access,High Emergency Access
OSM_way_1422293410,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19716,102.246501,Chinese Pharmacy,Pharmacy,258.6,0.259,Putra Specialist Hospital,0.843,Klinik Kesihatan Jalan Gereja,0.495,Chinese Pharmacy,0.259,High Access,High Emergency Access
OSM_way_1422293411,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197129,102.246529,Chinese Pharmacy,Pharmacy,255.5,0.256,Putra Specialist Hospital,0.843,Klinik Kesihatan Jalan Gereja,0.49,Chinese Pharmacy,0.255,High Access,High Emergency Access
OSM_way_1422293412,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196961,102.246444,Chinese Pharmacy,Pharmacy,265.7,0.266,Putra Specialist Hospital,0.862,Klinik Kesihatan Jalan Gereja,0.487,Chinese Pharmacy,0.266,High Access,High Emergency Access
OSM_way_1422293414,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196845,102.246539,Chinese Pharmacy,Pharmacy,256.6,0.257,Putra Specialist Hospital,0.862,Klinik Kesihatan Jalan Gereja,0.471,Chinese Pharmacy,0.257,High Access,High Emergency Access
OSM_way_1422293415,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19679,102.246736,Chinese Pharmacy,Pharmacy,235.9,0.236,Putra Specialist Hospital,0.85,Klinik Kesihatan Jalan Gereja,0.449,Chinese Pharmacy,0.236,High Access,High Emergency Access
OSM_way_1422293416,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196838,102.246839,Chinese Pharmacy,Pharmacy,223.7,0.224,Putra Specialist Hospital,0.838,Klinik Kesihatan Jalan Gereja,0.443,Chinese Pharmacy,0.224,High Access,High Emergency Access
OSM_way_1422293417,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19681,102.246874,Chinese Pharmacy,Pharmacy,220.4,0.22,Putra Specialist Hospital,0.837,Klinik Kesihatan Jalan Gereja,0.438,Chinese Pharmacy,0.22,High Access,High Emergency Access
OSM_way_1422293418,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196674,102.246795,Chinese Pharmacy,Pharmacy,232.0,0.232,Putra Specialist Hospital,0.854,Klinik Kesihatan Jalan Gereja,0.436,Chinese Pharmacy,0.232,High Access,High Emergency Access
OSM_way_1422293419,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196652,102.246814,Chinese Pharmacy,Pharmacy,230.5,0.231,Putra Specialist Hospital,0.854,Klinik Kesihatan Jalan Gereja,0.433,Chinese Pharmacy,0.231,High Access,High Emergency Access
OSM_way_1422293421,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196598,102.246905,Chinese Pharmacy,Pharmacy,222.3,0.222,Putra Specialist Hospital,0.851,Klinik Kesihatan Jalan Gereja,0.421,Chinese Pharmacy,0.222,High Access,High Emergency Access
OSM_way_1422293422,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196475,102.246941,Chinese Pharmacy,Pharmacy,222.7,0.223,Putra Specialist Hospital,0.858,Klinik Kesihatan Jalan Gereja,0.41,Chinese Pharmacy,0.223,High Access,High Emergency Access
OSM_way_1422293424,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196908,102.247168,Chinese Pharmacy,Pharmacy,186.3,0.186,Putra Specialist Hospital,0.806,Klinik Kesihatan Jalan Gereja,0.42,Chinese Pharmacy,0.186,High Access,High Emergency Access
OSM_way_1422293425,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196931,102.247272,Chinese Pharmacy,Pharmacy,174.5,0.174,Putra Specialist Hospital,0.796,Klinik Kesihatan Jalan Gereja,0.413,Chinese Pharmacy,0.175,High Access,High Emergency Access
OSM_way_1422293428,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197084,102.247265,Chinese Pharmacy,Pharmacy,173.7,0.174,Putra Specialist Hospital,0.785,Klinik Kesihatan Jalan Gereja,0.425,Chinese Pharmacy,0.174,High Access,High Emergency Access
OSM_way_1422293430,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197133,102.247194,Chinese Pharmacy,Pharmacy,181.5,0.181,Putra Specialist Hospital,0.787,Klinik Kesihatan Jalan Gereja,0.434,Chinese Pharmacy,0.181,High Access,High Emergency Access
OSM_way_1422459257,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196309,102.246009,Chinese Pharmacy,Pharmacy,326.9,0.327,Putra Specialist Hospital,0.946,Klinik Kesihatan Jalan Gereja,0.492,Chinese Pharmacy,0.327,High Access,High Emergency Access
OSM_way_1422459258,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19634,102.246075,Chinese Pharmacy,Pharmacy,318.9,0.319,Putra Specialist Hospital,0.938,Klinik Kesihatan Jalan Gereja,0.487,Chinese Pharmacy,0.319,High Access,High Emergency Access
OSM_way_1422459259,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19638,102.246116,Chinese Pharmacy,Pharmacy,313.3,0.313,Putra Specialist Hospital,0.932,Klinik Kesihatan Jalan Gereja,0.485,Chinese Pharmacy,0.313,High Access,High Emergency Access
OSM_way_1422459260,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196426,102.24613,Chinese Pharmacy,Pharmacy,310.4,0.31,Putra Specialist Hospital,0.927,Klinik Kesihatan Jalan Gereja,0.485,Chinese Pharmacy,0.31,High Access,High Emergency Access
OSM_way_1422459263,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196607,102.246222,Chinese Pharmacy,Pharmacy,295.8,0.296,Putra Specialist Hospital,0.906,Klinik Kesihatan Jalan Gereja,0.486,Chinese Pharmacy,0.296,High Access,High Emergency Access
OSM_way_1422459265,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196721,102.246319,Chinese Pharmacy,Pharmacy,282.9,0.283,Putra Specialist Hospital,0.89,Klinik Kesihatan Jalan Gereja,0.483,Chinese Pharmacy,0.283,High Access,High Emergency Access
OSM_way_1422462371,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196438,102.246548,Chinese Pharmacy,Pharmacy,265.4,0.265,Putra Specialist Hospital,0.892,Klinik Kesihatan Jalan Gereja,0.445,Chinese Pharmacy,0.265,High Access,High Emergency Access
OSM_way_1422462372,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196415,102.246575,Chinese Pharmacy,Pharmacy,263.3,0.263,Putra Specialist Hospital,0.892,Klinik Kesihatan Jalan Gereja,0.441,Chinese Pharmacy,0.263,High Access,High Emergency Access
OSM_way_1422462373,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19639,102.246601,Chinese Pharmacy,Pharmacy,261.5,0.262,Putra Specialist Hospital,0.892,Klinik Kesihatan Jalan Gereja,0.438,Chinese Pharmacy,0.261,High Access,High Emergency Access
OSM_way_1422462376,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196297,102.246692,Chinese Pharmacy,Pharmacy,255.5,0.256,Putra Specialist Hospital,0.892,Klinik Kesihatan Jalan Gereja,0.424,Chinese Pharmacy,0.256,High Access,High Emergency Access
OSM_way_1422462377,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196004,102.247135,Chinese Pharmacy,Pharmacy,227.1,0.227,Putra Specialist Hospital,0.882,Klinik Kesihatan Jalan Gereja,0.365,Chinese Pharmacy,0.227,High Access,High Emergency Access
OSM_way_1422462379,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196072,102.247027,Chinese Pharmacy,Pharmacy,233.2,0.233,Putra Specialist Hospital,0.884,Klinik Kesihatan Jalan Gereja,0.379,Chinese Pharmacy,0.233,High Access,High Emergency Access
OSM_way_1422462380,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196097,102.246998,Chinese Pharmacy,Pharmacy,234.5,0.234,Putra Specialist Hospital,0.884,Klinik Kesihatan Jalan Gereja,0.383,Chinese Pharmacy,0.235,High Access,High Emergency Access
OSM_way_1422462381,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196121,102.246972,Chinese Pharmacy,Pharmacy,235.8,0.236,Putra Specialist Hospital,0.884,Klinik Kesihatan Jalan Gereja,0.387,Chinese Pharmacy,0.236,High Access,High Emergency Access
OSM_way_1422462387,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195766,102.247289,Chinese Pharmacy,Pharmacy,229.9,0.23,Putra Specialist Hospital,0.891,Klinik Kesihatan Jalan Gereja,0.337,Chinese Pharmacy,0.23,High Access,High Emergency Access
OSM_way_1422464979,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195951,102.247506,Chinese Pharmacy,Pharmacy,198.2,0.198,Putra Specialist Hospital,0.86,Klinik Kesihatan Jalan Gereja,0.326,Chinese Pharmacy,0.198,High Access,High Emergency Access
OSM_way_1422464982,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196153,102.247471,Chinese Pharmacy,Pharmacy,187.1,0.187,Putra Specialist Hospital,0.845,Klinik Kesihatan Jalan Gereja,0.342,Chinese Pharmacy,0.187,High Access,High Emergency Access
OSM_way_1422464984,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196217,102.247335,Chinese Pharmacy,Pharmacy,195.6,0.196,Putra Specialist Hospital,0.85,Klinik Kesihatan Jalan Gereja,0.358,Chinese Pharmacy,0.196,High Access,High Emergency Access
OSM_way_1422474831,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195394,102.247191,Chinese Pharmacy,Pharmacy,266.6,0.267,Putra Specialist Hospital,0.93,Klinik Kesihatan Jalan Gereja,0.331,Chinese Pharmacy,0.267,High Access,High Emergency Access
OSM_way_1422474832,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195352,102.247162,Chinese Pharmacy,Pharmacy,272.2,0.272,Putra Specialist Hospital,0.936,Klinik Kesihatan Jalan Gereja,0.333,Chinese Pharmacy,0.272,High Access,High Emergency Access
OSM_way_1422474833,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195305,102.247142,Chinese Pharmacy,Pharmacy,277.5,0.278,Putra Specialist Hospital,0.942,Klinik Kesihatan Jalan Gereja,0.333,Chinese Pharmacy,0.278,High Access,High Emergency Access
OSM_way_1422474834,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195455,102.24725,Chinese Pharmacy,Pharmacy,257.2,0.257,Putra Specialist Hospital,0.921,Klinik Kesihatan Jalan Gereja,0.328,Chinese Pharmacy,0.257,High Access,High Emergency Access
OSM_way_1422474837,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195617,102.247369,Chinese Pharmacy,Pharmacy,235.0,0.235,Putra Specialist Hospital,0.899,Klinik Kesihatan Jalan Gereja,0.322,Chinese Pharmacy,0.235,High Access,High Emergency Access
OSM_way_1422474838,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195667,102.247416,Chinese Pharmacy,Pharmacy,227.4,0.227,Putra Specialist Hospital,0.891,Klinik Kesihatan Jalan Gereja,0.32,Chinese Pharmacy,0.227,High Access,High Emergency Access
OSM_way_1422474840,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195457,102.247566,Chinese Pharmacy,Pharmacy,234.5,0.234,Putra Specialist Hospital,0.9,Klinik Kesihatan Jalan Gereja,0.295,Chinese Pharmacy,0.235,High Access,High Emergency Access
OSM_way_1422474842,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195321,102.247473,Chinese Pharmacy,Pharmacy,252.8,0.253,Putra Specialist Hospital,0.918,Klinik Kesihatan Jalan Gereja,0.299,Chinese Pharmacy,0.253,High Access,High Emergency Access
OSM_way_1422479208,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195274,102.248215,Chinese Pharmacy,Pharmacy,219.2,0.219,Putra Specialist Hospital,0.876,Klinik Kesihatan Jalan Gereja,0.221,Chinese Pharmacy,0.219,High Access,High Emergency Access
OSM_way_1422479211,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19542,102.248064,Chinese Pharmacy,Pharmacy,210.1,0.21,Putra Specialist Hospital,0.872,Klinik Kesihatan Jalan Gereja,0.243,Chinese Pharmacy,0.21,High Access,High Emergency Access
OSM_way_1422479212,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19548,102.248032,Chinese Pharmacy,Pharmacy,205.5,0.205,Putra Specialist Hospital,0.868,Klinik Kesihatan Jalan Gereja,0.249,Chinese Pharmacy,0.205,High Access,High Emergency Access
OSM_way_1422479213,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195537,102.247919,Chinese Pharmacy,Pharmacy,205.7,0.206,Putra Specialist Hospital,0.87,Klinik Kesihatan Jalan Gereja,0.263,Chinese Pharmacy,0.206,High Access,High Emergency Access
OSM_way_1422479215,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195699,102.247713,Chinese Pharmacy,Pharmacy,203.3,0.203,Putra Specialist Hospital,0.868,Klinik Kesihatan Jalan Gereja,0.292,Chinese Pharmacy,0.203,High Access,High Emergency Access
OSM_way_1422479216,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196207,102.248104,Chinese Pharmacy,Pharmacy,132.1,0.132,Putra Specialist Hospital,0.797,Klinik Kesihatan Jalan Gereja,0.29,Chinese Pharmacy,0.132,High Access,High Emergency Access
OSM_way_1422479220,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196016,102.248235,Chinese Pharmacy,Pharmacy,142.2,0.142,Putra Specialist Hospital,0.806,Klinik Kesihatan Jalan Gereja,0.265,Chinese Pharmacy,0.142,High Access,High Emergency Access
OSM_way_1422479221,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195966,102.248239,Chinese Pharmacy,Pharmacy,147.0,0.147,Putra Specialist Hospital,0.811,Klinik Kesihatan Jalan Gereja,0.261,Chinese Pharmacy,0.147,High Access,High Emergency Access
OSM_way_1422479222,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195937,102.248263,Chinese Pharmacy,Pharmacy,148.7,0.149,Putra Specialist Hospital,0.812,Klinik Kesihatan Jalan Gereja,0.257,Chinese Pharmacy,0.149,High Access,High Emergency Access
OSM_way_1422479223,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195925,102.248307,Chinese Pharmacy,Pharmacy,148.0,0.148,Putra Specialist Hospital,0.81,Klinik Kesihatan Jalan Gereja,0.252,Chinese Pharmacy,0.148,High Access,High Emergency Access
OSM_way_1422479224,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195877,102.248315,Chinese Pharmacy,Pharmacy,152.6,0.153,Putra Specialist Hospital,0.814,Klinik Kesihatan Jalan Gereja,0.248,Chinese Pharmacy,0.153,High Access,High Emergency Access
OSM_way_1422479226,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195807,102.248361,Chinese Pharmacy,Pharmacy,158.1,0.158,Putra Specialist Hospital,0.818,Klinik Kesihatan Jalan Gereja,0.239,Chinese Pharmacy,0.158,High Access,High Emergency Access
OSM_way_1422479229,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195603,102.248551,Chinese Pharmacy,Pharmacy,174.7,0.175,Putra Specialist Hospital,0.826,Klinik Kesihatan Jalan Gereja,0.209,Chinese Pharmacy,0.175,High Access,High Emergency Access
OSM_way_1422578488,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195761,102.248761,Chinese Pharmacy,Pharmacy,154.7,0.155,Putra Specialist Hospital,0.799,Klinik Kesihatan Jalan Gereja,0.203,Chinese Pharmacy,0.155,High Access,High Emergency Access
OSM_way_1422578489,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195798,102.248739,Chinese Pharmacy,Pharmacy,150.7,0.151,Putra Specialist Hospital,0.797,Klinik Kesihatan Jalan Gereja,0.208,Chinese Pharmacy,0.151,High Access,High Emergency Access
OSM_way_1422578490,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195842,102.248716,Chinese Pharmacy,Pharmacy,146.1,0.146,Putra Specialist Hospital,0.794,Klinik Kesihatan Jalan Gereja,0.213,Chinese Pharmacy,0.146,High Access,High Emergency Access
