asset_id,asset_name,category,state,district,lat,lon,nearest_healthcare_name,nearest_healthcare_type,distance_to_healthcare_m,distance_to_healthcare_km,nearest_hospital_name,distance_to_hospital_km,nearest_clinic_name,distance_to_clinic_km,nearest_pharmacy_name,distance_to_pharmacy_km,healthcare_access_tier,hospital_access_tier
OSM_way_1421961217,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195108,102.246995,Chinese Pharmacy,Pharmacy,304.7,0.305,Putra Specialist Hospital,0.969,Klinik Kesihatan Jalan Gereja,0.344,Chinese Pharmacy,0.305,High Access,High Emergency Access
OSM_way_1421961218,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195189,102.246952,Chinese Pharmacy,Pharmacy,301.4,0.301,Putra Specialist Hospital,0.965,Klinik Kesihatan Jalan Gereja,0.35,Chinese Pharmacy,0.301,High Access,High Emergency Access
OSM_way_1421961219,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195187,102.246889,Chinese Pharmacy,Pharmacy,306.4,0.306,Putra Specialist Hospital,0.969,Klinik Kesihatan Jalan Gereja,0.357,Chinese Pharmacy,0.306,High Access,High Emergency Access
OSM_way_1421961220,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195254,102.24688,Chinese Pharmacy,Pharmacy,301.9,0.302,Putra Specialist Hospital,0.964,Klinik Kesihatan Jalan Gereja,0.36,Chinese Pharmacy,0.302,High Access,High Emergency Access
OSM_way_1421961221,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195269,102.246831,Chinese Pharmacy,Pharmacy,304.7,0.305,Putra Specialist Hospital,0.966,Klinik Kesihatan Jalan Gereja,0.366,Chinese Pharmacy,0.305,High Access,High Emergency Access
OSM_way_1421961222,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195343,102.246827,Chinese Pharmacy,Pharmacy,299.4,0.299,Putra Specialist Hospital,0.96,Klinik Kesihatan Jalan Gereja,0.368,Chinese Pharmacy,0.299,High Access,High Emergency Access
OSM_way_1421961223,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195461,102.246789,Chinese Pharmacy,Pharmacy,294.1,0.294,Putra Specialist Hospital,0.953,Klinik Kesihatan Jalan Gereja,0.376,Chinese Pharmacy,0.294,High Access,High Emergency Access
OSM_way_1421981310,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195514,102.246672,Chinese Pharmacy,Pharmacy,300.6,0.301,Putra Specialist Hospital,0.957,Klinik Kesihatan Jalan Gereja,0.39,Chinese Pharmacy,0.301,High Access,High Emergency Access
OSM_way_1421981311,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195524,102.246576,Chinese Pharmacy,Pharmacy,308.5,0.308,Putra Specialist Hospital,0.963,Klinik Kesihatan Jalan Gereja,0.401,Chinese Pharmacy,0.309,High Access,High Emergency Access
OSM_way_1421981312,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195565,102.246519,Chinese Pharmacy,Pharmacy,311.1,0.311,Putra Specialist Hospital,0.964,Klinik Kesihatan Jalan Gereja,0.408,Chinese Pharmacy,0.311,High Access,High Emergency Access
OSM_way_1421981313,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195616,102.246362,Chinese Pharmacy,Pharmacy,322.6,0.323,Putra Specialist Hospital,0.972,Klinik Kesihatan Jalan Gereja,0.427,Chinese Pharmacy,0.323,High Access,High Emergency Access
OSM_way_1421981314,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195629,102.246436,Chinese Pharmacy,Pharmacy,314.9,0.315,Putra Specialist Hospital,0.965,Klinik Kesihatan Jalan Gereja,0.419,Chinese Pharmacy,0.315,High Access,High Emergency Access
OSM_way_1421981315,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19563,102.246494,Chinese Pharmacy,Pharmacy,309.4,0.309,Putra Specialist Hospital,0.96,Klinik Kesihatan Jalan Gereja,0.413,Chinese Pharmacy,0.309,High Access,High Emergency Access
OSM_way_1421981316,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195782,102.246403,Chinese Pharmacy,Pharmacy,309.3,0.309,Putra Specialist Hospital,0.955,Klinik Kesihatan Jalan Gereja,0.429,Chinese Pharmacy,0.309,High Access,High Emergency Access
OSM_way_1421991766,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19569,102.246275,Chinese Pharmacy,Pharmacy,326.7,0.327,Putra Specialist Hospital,0.972,Klinik Kesihatan Jalan Gereja,0.438,Chinese Pharmacy,0.327,High Access,High Emergency Access
OSM_way_1421991767,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19571,102.246221,Chinese Pharmacy,Pharmacy,330.9,0.331,Putra Specialist Hospital,0.975,Klinik Kesihatan Jalan Gereja,0.445,Chinese Pharmacy,0.331,High Access,High Emergency Access
OSM_way_1421991768,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195868,102.246262,Chinese Pharmacy,Pharmacy,318.7,0.319,Putra Specialist Hospital,0.959,Klinik Kesihatan Jalan Gereja,0.447,Chinese Pharmacy,0.319,High Access,High Emergency Access
OSM_way_1421991769,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195938,102.246251,Chinese Pharmacy,Pharmacy,316.4,0.316,Putra Specialist Hospital,0.954,Klinik Kesihatan Jalan Gereja,0.451,Chinese Pharmacy,0.316,High Access,High Emergency Access
OSM_way_1421991770,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195907,102.246157,Chinese Pharmacy,Pharmacy,327.3,0.327,Putra Specialist Hospital,0.964,Klinik Kesihatan Jalan Gereja,0.459,Chinese Pharmacy,0.327,High Access,High Emergency Access
OSM_way_1421991771,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195991,102.246132,Chinese Pharmacy,Pharmacy,326.1,0.326,Putra Specialist Hospital,0.96,Klinik Kesihatan Jalan Gereja,0.465,Chinese Pharmacy,0.326,High Access,High Emergency Access
OSM_way_1421991772,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.195972,102.246037,Chinese Pharmacy,Pharmacy,336.6,0.337,Putra Specialist Hospital,0.969,Klinik Kesihatan Jalan Gereja,0.474,Chinese Pharmacy,0.337,High Access,High Emergency Access
OSM_way_1421991773,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196085,102.246051,Chinese Pharmacy,Pharmacy,330.5,0.331,Putra Specialist Hospital,0.959,Klinik Kesihatan Jalan Gereja,0.477,Chinese Pharmacy,0.33,High Access,High Emergency Access
OSM_way_1421991774,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196046,102.245963,Chinese Pharmacy,Pharmacy,341.2,0.341,Putra Specialist Hospital,0.969,Klinik Kesihatan Jalan Gereja,0.485,Chinese Pharmacy,0.341,High Access,High Emergency Access
OSM_way_1421991775,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196062,102.245922,Chinese Pharmacy,Pharmacy,344.8,0.345,Putra Specialist Hospital,0.971,Klinik Kesihatan Jalan Gereja,0.49,Chinese Pharmacy,0.345,High Access,High Emergency Access
OSM_way_1421991776,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196054,102.245858,Chinese Pharmacy,Pharmacy,351.8,0.352,Putra Specialist Hospital,0.977,Klinik Kesihatan Jalan Gereja,0.496,Chinese Pharmacy,0.352,High Access,High Emergency Access
OSM_way_1421991779,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196216,102.245682,Chinese Pharmacy,Pharmacy,364.7,0.365,Putra Specialist Hospital,0.98,Klinik Kesihatan Jalan Gereja,0.521,Chinese Pharmacy,0.365,High Access,High Emergency Access
OSM_way_1421991780,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196241,102.245649,Chinese Pharmacy,Pharmacy,367.5,0.367,Putra Specialist Hospital,0.981,Klinik Kesihatan Jalan Gereja,0.525,Chinese Pharmacy,0.367,High Access,High Emergency Access
OSM_way_1421991781,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19627,102.245617,Chinese Pharmacy,Pharmacy,370.0,0.37,Putra Specialist Hospital,0.981,Klinik Kesihatan Jalan Gereja,0.53,Chinese Pharmacy,0.37,High Access,High Emergency Access
OSM_way_1421991782,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196318,102.245553,Chinese Pharmacy,Pharmacy,375.6,0.376,Putra Specialist Hospital,0.983,Klinik Kesihatan Jalan Gereja,0.539,Chinese Pharmacy,0.376,High Access,High Emergency Access
OSM_way_1421991783,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196438,102.245536,Chinese Pharmacy,Pharmacy,374.4,0.374,Putra Specialist Hospital,0.976,Klinik Kesihatan Jalan Gereja,0.546,Chinese Pharmacy,0.374,High Access,High Emergency Access
OSM_way_1421991784,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196535,102.245533,Chinese Pharmacy,Pharmacy,372.6,0.373,Putra Specialist Hospital,0.97,Klinik Kesihatan Jalan Gereja,0.55,Chinese Pharmacy,0.373,High Access,High Emergency Access
OSM_way_1421991785,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196456,102.245403,Chinese Pharmacy,Pharmacy,388.4,0.388,Putra Specialist Hospital,0.987,Klinik Kesihatan Jalan Gereja,0.56,Chinese Pharmacy,0.388,High Access,High Emergency Access
OSM_way_1421991786,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196489,102.245282,Chinese Pharmacy,Pharmacy,400.9,0.401,Putra Specialist Hospital,0.995,Klinik Kesihatan Jalan Gereja,0.574,Chinese Pharmacy,0.401,High Access,High Emergency Access
OSM_way_1421991787,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19652,102.245243,Chinese Pharmacy,Pharmacy,404.6,0.405,Putra Specialist Hospital,0.996,Klinik Kesihatan Jalan Gereja,0.579,Chinese Pharmacy,0.405,High Access,High Emergency Access
OSM_way_1421991788,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196543,102.245198,Chinese Pharmacy,Pharmacy,409.1,0.409,Putra Specialist Hospital,0.999,Klinik Kesihatan Jalan Gereja,0.585,Chinese Pharmacy,0.409,High Access,High Emergency Access
OSM_way_1421991789,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196769,102.245291,Chinese Pharmacy,Pharmacy,395.4,0.395,Putra Specialist Hospital,0.975,Klinik Kesihatan Jalan Gereja,0.586,Chinese Pharmacy,0.395,High Access,High Emergency Access
OSM_way_1421991791,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196657,102.245084,Chinese Pharmacy,Pharmacy,419.8,0.42,Putra Specialist Hospital,1.001,Klinik Kesihatan Jalan Gereja,0.601,Chinese Pharmacy,0.42,High Access,High Emergency Access
OSM_way_1421991792,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196693,102.24506,Chinese Pharmacy,Pharmacy,421.9,0.422,Putra Specialist Hospital,1.001,Klinik Kesihatan Jalan Gereja,0.606,Chinese Pharmacy,0.422,High Access,High Emergency Access
OSM_way_1421991793,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196734,102.24504,Chinese Pharmacy,Pharmacy,423.6,0.424,Putra Specialist Hospital,1.0,Klinik Kesihatan Jalan Gereja,0.609,Chinese Pharmacy,0.424,High Access,High Emergency Access
OSM_way_1421991794,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19671,102.244969,Chinese Pharmacy,Pharmacy,431.8,0.432,Putra Specialist Hospital,1.008,Klinik Kesihatan Jalan Gereja,0.616,Chinese Pharmacy,0.432,High Access,High Emergency Access
OSM_way_1421991795,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196738,102.244939,Chinese Pharmacy,Pharmacy,434.7,0.435,Putra Specialist Hospital,1.009,Klinik Kesihatan Jalan Gereja,0.62,Chinese Pharmacy,0.435,High Access,High Emergency Access
OSM_way_1421991796,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196774,102.244917,Chinese Pharmacy,Pharmacy,436.8,0.437,Putra Specialist Hospital,1.009,Klinik Kesihatan Jalan Gereja,0.624,Chinese Pharmacy,0.437,High Access,High Emergency Access
OSM_way_1421991797,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.1968,102.244885,Chinese Pharmacy,Pharmacy,440.1,0.44,Putra Specialist Hospital,1.01,Klinik Kesihatan Jalan Gereja,0.628,Chinese Pharmacy,0.44,High Access,High Emergency Access
OSM_way_1421991798,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196998,102.244985,Chinese Pharmacy,Pharmacy,427.6,0.428,Putra Specialist Hospital,0.988,Klinik Kesihatan Jalan Gereja,0.628,Chinese Pharmacy,0.428,High Access,High Emergency Access
OSM_way_1421991799,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196949,102.244884,Chinese Pharmacy,Pharmacy,439.0,0.439,Putra Specialist Hospital,1.001,Klinik Kesihatan Jalan Gereja,0.635,Chinese Pharmacy,0.439,High Access,High Emergency Access
OSM_way_1421991800,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196954,102.244732,Chinese Pharmacy,Pharmacy,455.9,0.456,Putra Specialist Hospital,1.014,Klinik Kesihatan Jalan Gereja,0.651,Chinese Pharmacy,0.456,High Access,High Emergency Access
OSM_way_1421991801,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196982,102.244693,Chinese Pharmacy,Pharmacy,460.1,0.46,Putra Specialist Hospital,1.016,Klinik Kesihatan Jalan Gereja,0.656,Chinese Pharmacy,0.46,High Access,High Emergency Access
OSM_way_1421991802,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197069,102.244705,Chinese Pharmacy,Pharmacy,458.5,0.459,Putra Specialist Hospital,1.01,Klinik Kesihatan Jalan Gereja,0.659,Chinese Pharmacy,0.458,High Access,High Emergency Access
OSM_way_1421991803,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197025,102.244615,Chinese Pharmacy,Pharmacy,468.6,0.469,Putra Specialist Hospital,1.021,Klinik Kesihatan Jalan Gereja,0.666,Chinese Pharmacy,0.469,High Access,High Emergency Access
OSM_way_1421991804,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19705,102.244586,Chinese Pharmacy,Pharmacy,471.7,0.472,Putra Specialist Hospital,1.022,Klinik Kesihatan Jalan Gereja,0.67,Chinese Pharmacy,0.472,High Access,High Emergency Access
OSM_way_1421991805,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197076,102.24455,Chinese Pharmacy,Pharmacy,475.7,0.476,Putra Specialist Hospital,1.024,Klinik Kesihatan Jalan Gereja,0.675,Chinese Pharmacy,0.476,High Access,High Emergency Access
OSM_way_1421991806,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197108,102.244511,Chinese Pharmacy,Pharmacy,480.0,0.48,Putra Specialist Hospital,1.026,Klinik Kesihatan Jalan Gereja,0.68,Chinese Pharmacy,0.48,High Access,High Emergency Access
OSM_way_1421991807,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197137,102.244468,Chinese Pharmacy,Pharmacy,484.7,0.485,Putra Specialist Hospital,1.028,Klinik Kesihatan Jalan Gereja,0.686,Chinese Pharmacy,0.485,High Access,High Emergency Access
OSM_way_1421991808,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197165,102.244438,Chinese Pharmacy,Pharmacy,488.1,0.488,Putra Specialist Hospital,1.029,Klinik Kesihatan Jalan Gereja,0.691,Chinese Pharmacy,0.488,High Access,High Emergency Access
OSM_way_1421991809,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197258,102.244457,Chinese Pharmacy,Pharmacy,486.1,0.486,Putra Specialist Hospital,1.022,Klinik Kesihatan Jalan Gereja,0.693,Chinese Pharmacy,0.486,High Access,High Emergency Access
OSM_way_1421991810,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197182,102.244297,Chinese Pharmacy,Pharmacy,503.8,0.504,Putra Specialist Hospital,1.042,Klinik Kesihatan Jalan Gereja,0.706,Chinese Pharmacy,0.504,High Access,High Emergency Access
OSM_way_1422250415,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.202036,102.255172,Putra Specialist Hospital,Hospital,316.1,0.316,Putra Specialist Hospital,0.316,Chin Clinic,0.641,Apro,0.411,High Access,High Emergency Access
OSM_way_1422253487,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.202614,102.254289,Putra Specialist Hospital,Hospital,227.5,0.228,Putra Specialist Hospital,0.227,Chin Clinic,0.649,Apro,0.375,High Access,High Emergency Access
OSM_way_1422256442,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.207679,102.253547,Putra Specialist Hospital,Hospital,641.7,0.642,Putra Specialist Hospital,0.642,Chin Clinic,1.168,Apro,0.856,High Access,High Emergency Access
OSM_way_1422272749,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198272,102.244829,Chinese Pharmacy,Pharmacy,461.7,0.462,Putra Specialist Hospital,0.932,Klinik Kesihatan Jalan Gereja,0.718,Chinese Pharmacy,0.462,High Access,High Emergency Access
OSM_way_1422272750,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198272,102.244886,Chinese Pharmacy,Pharmacy,455.6,0.456,Putra Specialist Hospital,0.926,Klinik Kesihatan Jalan Gereja,0.712,Chinese Pharmacy,0.456,High Access,High Emergency Access
OSM_way_1422272751,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198242,102.244923,Chinese Pharmacy,Pharmacy,450.7,0.451,Putra Specialist Hospital,0.924,Klinik Kesihatan Jalan Gereja,0.707,Chinese Pharmacy,0.451,High Access,High Emergency Access
OSM_way_1422272752,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198227,102.244963,Chinese Pharmacy,Pharmacy,446.0,0.446,Putra Specialist Hospital,0.921,Klinik Kesihatan Jalan Gereja,0.703,Chinese Pharmacy,0.446,High Access,High Emergency Access
OSM_way_1422272753,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198211,102.245005,Chinese Pharmacy,Pharmacy,441.0,0.441,Putra Specialist Hospital,0.917,Klinik Kesihatan Jalan Gereja,0.698,Chinese Pharmacy,0.441,High Access,High Emergency Access
OSM_way_1422272754,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198194,102.24505,Chinese Pharmacy,Pharmacy,435.7,0.436,Putra Specialist Hospital,0.914,Klinik Kesihatan Jalan Gereja,0.693,Chinese Pharmacy,0.436,High Access,High Emergency Access
OSM_way_1422272755,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198179,102.245096,Chinese Pharmacy,Pharmacy,430.3,0.43,Putra Specialist Hospital,0.91,Klinik Kesihatan Jalan Gereja,0.688,Chinese Pharmacy,0.43,High Access,High Emergency Access
OSM_way_1422272756,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198163,102.245136,Chinese Pharmacy,Pharmacy,425.5,0.425,Putra Specialist Hospital,0.907,Klinik Kesihatan Jalan Gereja,0.683,Chinese Pharmacy,0.426,High Access,High Emergency Access
OSM_way_1422272757,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.198218,102.245213,Chinese Pharmacy,Pharmacy,418.9,0.419,Putra Specialist Hospital,0.897,Klinik Kesihatan Jalan Gereja,0.68,Chinese Pharmacy,0.419,High Access,High Emergency Access
OSM_way_1422272759,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197652,102.246384,Chinese Pharmacy,Pharmacy,277.2,0.277,Putra Specialist Hospital,0.819,Klinik Kesihatan Jalan Gereja,0.54,Chinese Pharmacy,0.277,High Access,High Emergency Access
OSM_way_1422272760,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197658,102.246339,Chinese Pharmacy,Pharmacy,282.2,0.282,Putra Specialist Hospital,0.823,Klinik Kesihatan Jalan Gereja,0.544,Chinese Pharmacy,0.282,High Access,High Emergency Access
OSM_way_1422272761,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197663,102.246276,Chinese Pharmacy,Pharmacy,289.2,0.289,Putra Specialist Hospital,0.828,Klinik Kesihatan Jalan Gereja,0.55,Chinese Pharmacy,0.289,High Access,High Emergency Access
OSM_way_1422272762,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197696,102.246218,Chinese Pharmacy,Pharmacy,296.3,0.296,Putra Specialist Hospital,0.832,Klinik Kesihatan Jalan Gereja,0.557,Chinese Pharmacy,0.296,High Access,High Emergency Access
OSM_way_1422272763,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197711,102.246144,Chinese Pharmacy,Pharmacy,304.7,0.305,Putra Specialist Hospital,0.837,Klinik Kesihatan Jalan Gereja,0.564,Chinese Pharmacy,0.305,High Access,High Emergency Access
OSM_way_1422272765,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197739,102.24597,Chinese Pharmacy,Pharmacy,324.3,0.324,Putra Specialist Hospital,0.852,Klinik Kesihatan Jalan Gereja,0.581,Chinese Pharmacy,0.324,High Access,High Emergency Access
OSM_way_1422272766,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197795,102.245938,Chinese Pharmacy,Pharmacy,329.0,0.329,Putra Specialist Hospital,0.851,Klinik Kesihatan Jalan Gereja,0.588,Chinese Pharmacy,0.329,High Access,High Emergency Access
OSM_way_1422272768,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19779,102.245545,Chinese Pharmacy,Pharmacy,371.7,0.372,Putra Specialist Hospital,0.888,Klinik Kesihatan Jalan Gereja,0.622,Chinese Pharmacy,0.372,High Access,High Emergency Access
OSM_way_1422272769,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197644,102.245773,Chinese Pharmacy,Pharmacy,343.9,0.344,Putra Specialist Hospital,0.876,Klinik Kesihatan Jalan Gereja,0.592,Chinese Pharmacy,0.344,High Access,High Emergency Access
OSM_way_1422272770,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19756,102.245806,Chinese Pharmacy,Pharmacy,338.9,0.339,Putra Specialist Hospital,0.878,Klinik Kesihatan Jalan Gereja,0.583,Chinese Pharmacy,0.339,High Access,High Emergency Access
OSM_way_1422272771,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197565,102.245888,Chinese Pharmacy,Pharmacy,330.0,0.33,Putra Specialist Hospital,0.87,Klinik Kesihatan Jalan Gereja,0.576,Chinese Pharmacy,0.33,High Access,High Emergency Access
OSM_way_1422272773,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197485,102.245951,Chinese Pharmacy,Pharmacy,321.9,0.322,Putra Specialist Hospital,0.869,Klinik Kesihatan Jalan Gereja,0.565,Chinese Pharmacy,0.322,High Access,High Emergency Access
OSM_way_1422274160,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197056,102.245875,Chinese Pharmacy,Pharmacy,328.4,0.328,Putra Specialist Hospital,0.904,Klinik Kesihatan Jalan Gereja,0.545,Chinese Pharmacy,0.328,High Access,High Emergency Access
OSM_way_1422274161,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197139,102.245828,Chinese Pharmacy,Pharmacy,333.4,0.333,Putra Specialist Hospital,0.903,Klinik Kesihatan Jalan Gereja,0.554,Chinese Pharmacy,0.333,High Access,High Emergency Access
OSM_way_1422274162,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.19739,102.245649,Chinese Pharmacy,Pharmacy,354.3,0.354,Putra Specialist Hospital,0.903,Klinik Kesihatan Jalan Gereja,0.586,Chinese Pharmacy,0.354,High Access,High Emergency Access
OSM_way_1422274163,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197343,102.245694,Chinese Pharmacy,Pharmacy,349.0,0.349,Putra Specialist Hospital,0.902,Klinik Kesihatan Jalan Gereja,0.579,Chinese Pharmacy,0.349,High Access,High Emergency Access
OSM_way_1422274164,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197271,102.245728,Chinese Pharmacy,Pharmacy,344.8,0.345,Putra Specialist Hospital,0.903,Klinik Kesihatan Jalan Gereja,0.572,Chinese Pharmacy,0.345,High Access,High Emergency Access
OSM_way_1422274165,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197186,102.245758,Chinese Pharmacy,Pharmacy,341.2,0.341,Putra Specialist Hospital,0.906,Klinik Kesihatan Jalan Gereja,0.564,Chinese Pharmacy,0.341,High Access,High Emergency Access
OSM_way_1422289141,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.197047,102.245979,Chinese Pharmacy,Pharmacy,316.8,0.317,Putra Specialist Hospital,0.896,Klinik Kesihatan Jalan Gereja,0.535,Chinese Pharmacy,0.317,High Access,High Emergency Access
OSM_way_1422289142,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196983,102.245996,Chinese Pharmacy,Pharmacy,315.3,0.315,Putra Specialist Hospital,0.899,Klinik Kesihatan Jalan Gereja,0.529,Chinese Pharmacy,0.315,High Access,High Emergency Access
OSM_way_1422289143,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196913,102.245997,Chinese Pharmacy,Pharmacy,315.7,0.316,Putra Specialist Hospital,0.903,Klinik Kesihatan Jalan Gereja,0.525,Chinese Pharmacy,0.316,High Access,High Emergency Access
OSM_way_1422289144,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196926,102.246131,Chinese Pharmacy,Pharmacy,300.8,0.301,Putra Specialist Hospital,0.891,Klinik Kesihatan Jalan Gereja,0.513,Chinese Pharmacy,0.301,High Access,High Emergency Access
OSM_way_1422289145,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196882,102.246235,Chinese Pharmacy,Pharmacy,289.7,0.29,Putra Specialist Hospital,0.885,Klinik Kesihatan Jalan Gereja,0.501,Chinese Pharmacy,0.29,High Access,High Emergency Access
OSM_way_1422289148,Unnamed Historic Site (Building),Historic Site (Building),Melaka,Melaka Tengah,2.196806,102.246114,Chinese Pharmacy,Pharmacy,304.0,0.304,Putra Specialist Hospital,0.901,Klinik Kesihatan Jalan Gereja,0.508,Chinese Pharmacy,0.304,High Access,High Emergency Access
